loan_id,borrower_name,property_state,principal_balance,interest_rate,origination_date,maturity_date
LN_CLN_349,Borrower 349,CA,291873,2.30,2024-01-01,2054-01-01
LN_CLN_350,Borrower 350,CA,212314,8.00,2024-01-01,2054-01-01
LN_CLN_351,Borrower 351,CA,272182,7.90,2024-01-01,2054-01-01
LN_CLN_352,Borrower 352,CA,424200,3.20,2024-01-01,2054-01-01
LN_CLN_353,Borrower 353,CA,449783,9.00,2024-01-01,2054-01-01
LN_CLN_354,Borrower 354,CA,57612,2.10,2024-01-01,2054-01-01
LN_CLN_355,Borrower 355,CA,429907,2.40,2024-01-01,2054-01-01
LN_CLN_356,Borrower 356,CA,398853,1.30,2024-01-01,2054-01-01
LN_CLN_357,Borrower 357,CA,190598,1.10,2024-01-01,2054-01-01
LN_CLN_358,Borrower 358,CA,413588,3.90,2024-01-01,2054-01-01
LN_CLN_359,Borrower 359,CA,55403,6.70,2024-01-01,2054-01-01
LN_CLN_360,Borrower 360,CA,433391,5.50,2024-01-01,2054-01-01
LN_CLN_361,Borrower 361,CA,80800,6.20,2024-01-01,2054-01-01
LN_CLN_362,Borrower 362,CA,101207,8.40,2024-01-01,2054-01-01
LN_CLN_363,Borrower 363,CA,146075,2.90,2024-01-01,2054-01-01
LN_CLN_364,Borrower 364,CA,318245,1.20,2024-01-01,2054-01-01
LN_CLN_365,Borrower 365,CA,374748,5.80,2024-01-01,2054-01-01
LN_CLN_366,Borrower 366,CA,445688,3.50,2024-01-01,2054-01-01
LN_CLN_367,Borrower 367,CA,333347,9.60,2024-01-01,2054-01-01
LN_CLN_368,Borrower 368,CA,391677,5.10,2024-01-01,2054-01-01
LN_CLN_369,Borrower 369,CA,178411,3.60,2024-01-01,2054-01-01
LN_CLN_370,Borrower 370,CA,148193,2.30,2024-01-01,2054-01-01
LN_CLN_371,Borrower 371,CA,96173,5.20,2024-01-01,2054-01-01
LN_CLN_372,Borrower 372,CA,66159,3.50,2024-01-01,2054-01-01
LN_CLN_373,Borrower 373,CA,186842,4.20,2024-01-01,2054-01-01
LN_CLN_374,Borrower 374,CA,261724,4.70,2024-01-01,2054-01-01
LN_CLN_375,Borrower 375,CA,458861,3.20,2024-01-01,2054-01-01
LN_CLN_376,Borrower 376,CA,317154,8.40,2024-01-01,2054-01-01
LN_CLN_377,Borrower 377,CA,270568,7.10,2024-01-01,2054-01-01
LN_CLN_378,Borrower 378,CA,180193,5.70,2024-01-01,2054-01-01
LN_CLN_379,Borrower 379,CA,190682,2.60,2024-01-01,2054-01-01
LN_CLN_380,Borrower 380,CA,130598,5.60,2024-01-01,2054-01-01
LN_CLN_381,Borrower 381,CA,282835,10.00,2024-01-01,2054-01-01
LN_CLN_382,Borrower 382,CA,484860,7.10,2024-01-01,2054-01-01
LN_CLN_383,Borrower 383,CA,141507,5.50,2024-01-01,2054-01-01
LN_CLN_384,Borrower 384,CA,218278,8.20,2024-01-01,2054-01-01
LN_CLN_385,Borrower 385,CA,367711,2.50,2024-01-01,2054-01-01
LN_CLN_386,Borrower 386,CA,454538,3.20,2024-01-01,2054-01-01
LN_CLN_387,Borrower 387,CA,482576,5.90,2024-01-01,2054-01-01
LN_CLN_388,Borrower 388,CA,77143,9.10,2024-01-01,2054-01-01
LN_CLN_389,Borrower 389,CA,130590,4.90,2024-01-01,2054-01-01
LN_CLN_390,Borrower 390,CA,100978,7.30,2024-01-01,2054-01-01
LN_CLN_391,Borrower 391,CA,318465,6.30,2024-01-01,2054-01-01
LN_CLN_392,Borrower 392,CA,131509,3.80,2024-01-01,2054-01-01
LN_CLN_393,Borrower 393,CA,402912,1.20,2024-01-01,2054-01-01
LN_CLN_394,Borrower 394,CA,424974,5.50,2024-01-01,2054-01-01
LN_CLN_395,Borrower 395,CA,121521,6.00,2024-01-01,2054-01-01
LN_CLN_396,Borrower 396,CA,311385,5.40,2024-01-01,2054-01-01
LN_CLN_397,Borrower 397,CA,115638,1.80,2024-01-01,2054-01-01
LN_CLN_398,Borrower 398,CA,101369,2.60,2024-01-01,2054-01-01
LN_CLN_399,Borrower 399,CA,309417,8.40,2024-01-01,2054-01-01
LN_CLN_400,Borrower 400,CA,437332,8.30,2024-01-01,2054-01-01
LN_CLN_401,Borrower 401,CA,405339,5.90,2024-01-01,2054-01-01
LN_CLN_402,Borrower 402,CA,495052,8.50,2024-01-01,2054-01-01
LN_CLN_403,Borrower 403,CA,416528,6.60,2024-01-01,2054-01-01
LN_CLN_404,Borrower 404,CA,81033,4.30,2024-01-01,2054-01-01
LN_CLN_405,Borrower 405,CA,85932,3.70,2024-01-01,2054-01-01
LN_CLN_406,Borrower 406,CA,454850,9.50,2024-01-01,2054-01-01
LN_CLN_407,Borrower 407,CA,236383,7.90,2024-01-01,2054-01-01
LN_CLN_408,Borrower 408,CA,265522,2.50,2024-01-01,2054-01-01
LN_CLN_409,Borrower 409,CA,312458,2.20,2024-01-01,2054-01-01
LN_CLN_410,Borrower 410,CA,138513,9.80,2024-01-01,2054-01-01
LN_CLN_411,Borrower 411,CA,459462,8.80,2024-01-01,2054-01-01
LN_CLN_412,Borrower 412,CA,174212,5.10,2024-01-01,2054-01-01
LN_CLN_413,Borrower 413,CA,323309,6.90,2024-01-01,2054-01-01
LN_CLN_414,Borrower 414,CA,394029,8.40,2024-01-01,2054-01-01
LN_CLN_415,Borrower 415,CA,428653,8.70,2024-01-01,2054-01-01
LN_CLN_416,Borrower 416,CA,432939,2.20,2024-01-01,2054-01-01
LN_CLN_417,Borrower 417,CA,92619,5.30,2024-01-01,2054-01-01
LN_CLN_418,Borrower 418,CA,259784,3.20,2024-01-01,2054-01-01
LN_CLN_419,Borrower 419,CA,267154,4.00,2024-01-01,2054-01-01
LN_CLN_420,Borrower 420,CA,236029,9.70,2024-01-01,2054-01-01
LN_CLN_421,Borrower 421,CA,445498,1.50,2024-01-01,2054-01-01
LN_CLN_422,Borrower 422,CA,233988,7.80,2024-01-01,2054-01-01
LN_CLN_423,Borrower 423,CA,245696,1.10,2024-01-01,2054-01-01
LN_CLN_424,Borrower 424,CA,170275,5.90,2024-01-01,2054-01-01
LN_CLN_425,Borrower 425,CA,272965,10.00,2024-01-01,2054-01-01
LN_CLN_426,Borrower 426,CA,318495,9.40,2024-01-01,2054-01-01
LN_CLN_427,Borrower 427,CA,472173,3.70,2024-01-01,2054-01-01
LN_CLN_428,Borrower 428,CA,219493,6.90,2024-01-01,2054-01-01
LN_CLN_429,Borrower 429,CA,97188,10.00,2024-01-01,2054-01-01
LN_CLN_430,Borrower 430,CA,79037,6.80,2024-01-01,2054-01-01
LN_CLN_431,Borrower 431,CA,114557,1.80,2024-01-01,2054-01-01
LN_CLN_432,Borrower 432,CA,125981,4.70,2024-01-01,2054-01-01
LN_CLN_433,Borrower 433,CA,386325,7.00,2024-01-01,2054-01-01
LN_CLN_434,Borrower 434,CA,215899,1.40,2024-01-01,2054-01-01
LN_CLN_435,Borrower 435,CA,370977,4.80,2024-01-01,2054-01-01
LN_CLN_436,Borrower 436,CA,292322,1.70,2024-01-01,2054-01-01
LN_CLN_437,Borrower 437,CA,247918,8.00,2024-01-01,2054-01-01
LN_CLN_438,Borrower 438,CA,254616,4.90,2024-01-01,2054-01-01
LN_CLN_439,Borrower 439,CA,462319,8.40,2024-01-01,2054-01-01
LN_CLN_440,Borrower 440,CA,249596,8.70,2024-01-01,2054-01-01
LN_CLN_441,Borrower 441,CA,140296,2.20,2024-01-01,2054-01-01
LN_CLN_442,Borrower 442,CA,489124,7.00,2024-01-01,2054-01-01
LN_CLN_443,Borrower 443,CA,134269,5.10,2024-01-01,2054-01-01
LN_CLN_444,Borrower 444,CA,124593,1.40,2024-01-01,2054-01-01
LN_CLN_445,Borrower 445,CA,390884,1.50,2024-01-01,2054-01-01
LN_CLN_446,Borrower 446,CA,343497,5.40,2024-01-01,2054-01-01
LN_CLN_447,Borrower 447,CA,434324,9.70,2024-01-01,2054-01-01
LN_CLN_448,Borrower 448,CA,375575,6.70,2024-01-01,2054-01-01
LN_CLN_449,Borrower 449,CA,453855,2.50,2024-01-01,2054-01-01
LN_CLN_450,Borrower 450,CA,66684,9.60,2024-01-01,2054-01-01
LN_CLN_451,Borrower 451,CA,289975,1.60,2024-01-01,2054-01-01
LN_CLN_452,Borrower 452,CA,395487,9.40,2024-01-01,2054-01-01
LN_CLN_453,Borrower 453,CA,51177,6.00,2024-01-01,2054-01-01
LN_CLN_454,Borrower 454,CA,250957,3.70,2024-01-01,2054-01-01
LN_CLN_455,Borrower 455,CA,94623,4.10,2024-01-01,2054-01-01
LN_CLN_456,Borrower 456,CA,154736,2.80,2024-01-01,2054-01-01
LN_CLN_457,Borrower 457,CA,454558,5.60,2024-01-01,2054-01-01
LN_CLN_458,Borrower 458,CA,86978,7.20,2024-01-01,2054-01-01
LN_CLN_459,Borrower 459,CA,258965,1.80,2024-01-01,2054-01-01
LN_CLN_460,Borrower 460,CA,385296,5.90,2024-01-01,2054-01-01
LN_CLN_461,Borrower 461,CA,377267,2.50,2024-01-01,2054-01-01
LN_CLN_462,Borrower 462,CA,448111,6.20,2024-01-01,2054-01-01
LN_CLN_463,Borrower 463,CA,254443,1.60,2024-01-01,2054-01-01
LN_CLN_464,Borrower 464,CA,108834,8.90,2024-01-01,2054-01-01
LN_CLN_465,Borrower 465,CA,232583,3.10,2024-01-01,2054-01-01
LN_CLN_466,Borrower 466,CA,454560,3.80,2024-01-01,2054-01-01
LN_CLN_467,Borrower 467,CA,389019,9.90,2024-01-01,2054-01-01
LN_CLN_468,Borrower 468,CA,92751,6.70,2024-01-01,2054-01-01
LN_CLN_469,Borrower 469,CA,305158,3.50,2024-01-01,2054-01-01
LN_CLN_470,Borrower 470,CA,69967,1.00,2024-01-01,2054-01-01
LN_CLN_471,Borrower 471,CA,270507,4.70,2024-01-01,2054-01-01
LN_CLN_472,Borrower 472,CA,50858,8.30,2024-01-01,2054-01-01
LN_CLN_473,Borrower 473,CA,135360,4.00,2024-01-01,2054-01-01
LN_CLN_474,Borrower 474,CA,349813,1.50,2024-01-01,2054-01-01
LN_CLN_475,Borrower 475,CA,112146,5.40,2024-01-01,2054-01-01
LN_CLN_476,Borrower 476,CA,272964,1.10,2024-01-01,2054-01-01
LN_CLN_477,Borrower 477,CA,346349,4.70,2024-01-01,2054-01-01
LN_CLN_478,Borrower 478,CA,384869,4.60,2024-01-01,2054-01-01
LN_CLN_479,Borrower 479,CA,124055,5.10,2024-01-01,2054-01-01
LN_CLN_480,Borrower 480,CA,275927,3.20,2024-01-01,2054-01-01
LN_CLN_481,Borrower 481,CA,411602,2.10,2024-01-01,2054-01-01
LN_CLN_482,Borrower 482,CA,493058,8.80,2024-01-01,2054-01-01
LN_CLN_483,Borrower 483,CA,86724,6.20,2024-01-01,2054-01-01
LN_CLN_484,Borrower 484,CA,240747,3.60,2024-01-01,2054-01-01
LN_CLN_485,Borrower 485,CA,330840,4.80,2024-01-01,2054-01-01
LN_CLN_486,Borrower 486,CA,73124,9.20,2024-01-01,2054-01-01
LN_CLN_487,Borrower 487,CA,129638,4.70,2024-01-01,2054-01-01
LN_CLN_488,Borrower 488,CA,383278,4.80,2024-01-01,2054-01-01
LN_CLN_489,Borrower 489,CA,120250,5.40,2024-01-01,2054-01-01
LN_CLN_490,Borrower 490,CA,440036,9.80,2024-01-01,2054-01-01
LN_CLN_491,Borrower 491,CA,81793,8.30,2024-01-01,2054-01-01
LN_CLN_492,Borrower 492,CA,81153,5.80,2024-01-01,2054-01-01
LN_CLN_493,Borrower 493,CA,247648,8.20,2024-01-01,2054-01-01
LN_CLN_494,Borrower 494,CA,237383,3.80,2024-01-01,2054-01-01
LN_CLN_495,Borrower 495,CA,485448,9.50,2024-01-01,2054-01-01
LN_CLN_496,Borrower 496,CA,133111,8.80,2024-01-01,2054-01-01
LN_CLN_497,Borrower 497,CA,458185,9.40,2024-01-01,2054-01-01
LN_CLN_498,Borrower 498,CA,119352,4.20,2024-01-01,2054-01-01
LN_CLN_499,Borrower 499,CA,400748,2.50,2024-01-01,2054-01-01
LN_CLN_500,Borrower 500,CA,205243,6.50,2024-01-01,2054-01-01
LN_CLN_501,Borrower 501,CA,381760,4.60,2024-01-01,2054-01-01
LN_CLN_502,Borrower 502,CA,192214,4.00,2024-01-01,2054-01-01
LN_CLN_503,Borrower 503,CA,240440,2.60,2024-01-01,2054-01-01
LN_CLN_504,Borrower 504,CA,275825,5.40,2024-01-01,2054-01-01
LN_CLN_505,Borrower 505,CA,188943,9.60,2024-01-01,2054-01-01
LN_CLN_506,Borrower 506,CA,281958,3.60,2024-01-01,2054-01-01
LN_CLN_507,Borrower 507,CA,246100,2.20,2024-01-01,2054-01-01
LN_CLN_508,Borrower 508,CA,354112,2.80,2024-01-01,2054-01-01
LN_CLN_509,Borrower 509,CA,179748,9.50,2024-01-01,2054-01-01
LN_CLN_510,Borrower 510,CA,480059,3.80,2024-01-01,2054-01-01
LN_CLN_511,Borrower 511,CA,301100,5.80,2024-01-01,2054-01-01
LN_CLN_512,Borrower 512,CA,396377,7.00,2024-01-01,2054-01-01
LN_CLN_513,Borrower 513,CA,175235,9.60,2024-01-01,2054-01-01
LN_CLN_514,Borrower 514,CA,375759,1.50,2024-01-01,2054-01-01
LN_CLN_515,Borrower 515,CA,166320,6.40,2024-01-01,2054-01-01
LN_CLN_516,Borrower 516,CA,370664,5.00,2024-01-01,2054-01-01
LN_CLN_517,Borrower 517,CA,105638,5.40,2024-01-01,2054-01-01
LN_CLN_518,Borrower 518,CA,371684,1.20,2024-01-01,2054-01-01
LN_CLN_519,Borrower 519,CA,106600,6.30,2024-01-01,2054-01-01
LN_CLN_520,Borrower 520,CA,357518,2.10,2024-01-01,2054-01-01
LN_CLN_521,Borrower 521,CA,175279,9.90,2024-01-01,2054-01-01
LN_CLN_522,Borrower 522,CA,184499,4.90,2024-01-01,2054-01-01
LN_CLN_523,Borrower 523,CA,419414,10.00,2024-01-01,2054-01-01
LN_CLN_524,Borrower 524,CA,272875,4.70,2024-01-01,2054-01-01
LN_CLN_525,Borrower 525,CA,149545,7.80,2024-01-01,2054-01-01
LN_CLN_526,Borrower 526,CA,464042,2.30,2024-01-01,2054-01-01
LN_CLN_527,Borrower 527,CA,469770,1.30,2024-01-01,2054-01-01
LN_CLN_528,Borrower 528,CA,240653,4.70,2024-01-01,2054-01-01
LN_CLN_529,Borrower 529,CA,331134,8.20,2024-01-01,2054-01-01
LN_CLN_530,Borrower 530,CA,275821,6.30,2024-01-01,2054-01-01
LN_CLN_531,Borrower 531,CA,400570,7.50,2024-01-01,2054-01-01
LN_CLN_532,Borrower 532,CA,114372,8.90,2024-01-01,2054-01-01
LN_CLN_533,Borrower 533,CA,200283,2.70,2024-01-01,2054-01-01
LN_CLN_534,Borrower 534,CA,329013,4.40,2024-01-01,2054-01-01
LN_CLN_535,Borrower 535,CA,483368,2.80,2024-01-01,2054-01-01
LN_CLN_536,Borrower 536,CA,293436,8.10,2024-01-01,2054-01-01
LN_CLN_537,Borrower 537,CA,122275,2.10,2024-01-01,2054-01-01
LN_CLN_538,Borrower 538,CA,271105,8.00,2024-01-01,2054-01-01
LN_CLN_539,Borrower 539,CA,201918,3.20,2024-01-01,2054-01-01
LN_CLN_540,Borrower 540,CA,327655,5.80,2024-01-01,2054-01-01
LN_CLN_541,Borrower 541,CA,71505,10.00,2024-01-01,2054-01-01
LN_CLN_542,Borrower 542,CA,410092,4.20,2024-01-01,2054-01-01
LN_CLN_543,Borrower 543,CA,352675,8.00,2024-01-01,2054-01-01
LN_CLN_544,Borrower 544,CA,267490,2.20,2024-01-01,2054-01-01
LN_CLN_545,Borrower 545,CA,358452,8.80,2024-01-01,2054-01-01
LN_CLN_546,Borrower 546,CA,414498,4.30,2024-01-01,2054-01-01
LN_CLN_547,Borrower 547,CA,351483,7.30,2024-01-01,2054-01-01
LN_CLN_548,Borrower 548,CA,266675,8.00,2024-01-01,2054-01-01
LN_CLN_549,Borrower 549,CA,398353,1.50,2024-01-01,2054-01-01
LN_CLN_550,Borrower 550,CA,118564,3.50,2024-01-01,2054-01-01
LN_CLN_551,Borrower 551,CA,328684,6.40,2024-01-01,2054-01-01
LN_CLN_552,Borrower 552,CA,194547,5.70,2024-01-01,2054-01-01
LN_CLN_553,Borrower 553,CA,95282,1.40,2024-01-01,2054-01-01
LN_CLN_554,Borrower 554,CA,473415,9.80,2024-01-01,2054-01-01
LN_CLN_555,Borrower 555,CA,290352,7.50,2024-01-01,2054-01-01
LN_CLN_556,Borrower 556,CA,82650,3.70,2024-01-01,2054-01-01
LN_CLN_557,Borrower 557,CA,195150,8.30,2024-01-01,2054-01-01
LN_CLN_558,Borrower 558,CA,253054,5.80,2024-01-01,2054-01-01
LN_CLN_559,Borrower 559,CA,169765,3.40,2024-01-01,2054-01-01
LN_CLN_560,Borrower 560,CA,489375,4.80,2024-01-01,2054-01-01
LN_CLN_561,Borrower 561,CA,80292,2.30,2024-01-01,2054-01-01
LN_CLN_562,Borrower 562,CA,440573,8.90,2024-01-01,2054-01-01
LN_CLN_563,Borrower 563,CA,456912,7.30,2024-01-01,2054-01-01
LN_CLN_564,Borrower 564,CA,138095,5.80,2024-01-01,2054-01-01
LN_CLN_565,Borrower 565,CA,464916,3.30,2024-01-01,2054-01-01
LN_CLN_566,Borrower 566,CA,135628,1.60,2024-01-01,2054-01-01
LN_CLN_567,Borrower 567,CA,194621,6.50,2024-01-01,2054-01-01
LN_CLN_568,Borrower 568,CA,140856,1.00,2024-01-01,2054-01-01
LN_CLN_569,Borrower 569,CA,371885,1.80,2024-01-01,2054-01-01
LN_CLN_570,Borrower 570,CA,212630,3.10,2024-01-01,2054-01-01
LN_CLN_571,Borrower 571,CA,221519,5.60,2024-01-01,2054-01-01
LN_CLN_572,Borrower 572,CA,341222,2.10,2024-01-01,2054-01-01
LN_CLN_573,Borrower 573,CA,181897,6.10,2024-01-01,2054-01-01
LN_CLN_574,Borrower 574,CA,293096,3.70,2024-01-01,2054-01-01
LN_CLN_575,Borrower 575,CA,470957,7.10,2024-01-01,2054-01-01
LN_CLN_576,Borrower 576,CA,263638,7.80,2024-01-01,2054-01-01
LN_CLN_577,Borrower 577,CA,195430,7.40,2024-01-01,2054-01-01
LN_CLN_578,Borrower 578,CA,170216,6.90,2024-01-01,2054-01-01
LN_CLN_579,Borrower 579,CA,143177,3.00,2024-01-01,2054-01-01
LN_CLN_580,Borrower 580,CA,310384,5.00,2024-01-01,2054-01-01
LN_CLN_581,Borrower 581,CA,459621,4.60,2024-01-01,2054-01-01
LN_CLN_582,Borrower 582,CA,467004,8.70,2024-01-01,2054-01-01
LN_CLN_583,Borrower 583,CA,351328,6.30,2024-01-01,2054-01-01
LN_CLN_584,Borrower 584,CA,421487,8.30,2024-01-01,2054-01-01
LN_CLN_585,Borrower 585,CA,172658,6.30,2024-01-01,2054-01-01
LN_CLN_586,Borrower 586,CA,360582,2.30,2024-01-01,2054-01-01
LN_CLN_587,Borrower 587,CA,487324,5.40,2024-01-01,2054-01-01
LN_CLN_588,Borrower 588,CA,78838,1.00,2024-01-01,2054-01-01
LN_CLN_589,Borrower 589,CA,135982,3.70,2024-01-01,2054-01-01
LN_CLN_590,Borrower 590,CA,128193,4.50,2024-01-01,2054-01-01
LN_CLN_591,Borrower 591,CA,276101,5.70,2024-01-01,2054-01-01
LN_CLN_592,Borrower 592,CA,94454,6.70,2024-01-01,2054-01-01
LN_CLN_593,Borrower 593,CA,239921,7.80,2024-01-01,2054-01-01
LN_CLN_594,Borrower 594,CA,306911,8.10,2024-01-01,2054-01-01
LN_CLN_595,Borrower 595,CA,225470,4.60,2024-01-01,2054-01-01
LN_CLN_596,Borrower 596,CA,457617,3.40,2024-01-01,2054-01-01
LN_CLN_597,Borrower 597,CA,91396,7.80,2024-01-01,2054-01-01
LN_CLN_598,Borrower 598,CA,498608,4.20,2024-01-01,2054-01-01
LN_CLN_599,Borrower 599,CA,385898,2.30,2024-01-01,2054-01-01
LN_CLN_600,Borrower 600,CA,240379,8.80,2024-01-01,2054-01-01
LN_CLN_601,Borrower 601,CA,136692,8.40,2024-01-01,2054-01-01
LN_CLN_602,Borrower 602,CA,480727,3.60,2024-01-01,2054-01-01
LN_CLN_603,Borrower 603,CA,433914,9.60,2024-01-01,2054-01-01
LN_CLN_604,Borrower 604,CA,211255,6.20,2024-01-01,2054-01-01
LN_CLN_605,Borrower 605,CA,139984,6.80,2024-01-01,2054-01-01
LN_CLN_606,Borrower 606,CA,253800,6.30,2024-01-01,2054-01-01
LN_CLN_607,Borrower 607,CA,398456,7.50,2024-01-01,2054-01-01
LN_CLN_608,Borrower 608,CA,315486,6.00,2024-01-01,2054-01-01
LN_CLN_609,Borrower 609,CA,271282,7.70,2024-01-01,2054-01-01
LN_CLN_610,Borrower 610,CA,438258,2.70,2024-01-01,2054-01-01
LN_CLN_611,Borrower 611,CA,323433,2.40,2024-01-01,2054-01-01
LN_CLN_612,Borrower 612,CA,196910,3.00,2024-01-01,2054-01-01
LN_CLN_613,Borrower 613,CA,271844,8.60,2024-01-01,2054-01-01
LN_CLN_614,Borrower 614,CA,310582,9.70,2024-01-01,2054-01-01
LN_CLN_615,Borrower 615,CA,405018,9.00,2024-01-01,2054-01-01
LN_CLN_616,Borrower 616,CA,148693,7.70,2024-01-01,2054-01-01
LN_CLN_617,Borrower 617,CA,203617,1.40,2024-01-01,2054-01-01
LN_CLN_618,Borrower 618,CA,80574,8.30,2024-01-01,2054-01-01
LN_CLN_619,Borrower 619,CA,409468,2.70,2024-01-01,2054-01-01
LN_CLN_620,Borrower 620,CA,81174,4.30,2024-01-01,2054-01-01
LN_CLN_621,Borrower 621,CA,270926,1.00,2024-01-01,2054-01-01
LN_CLN_622,Borrower 622,CA,494191,1.50,2024-01-01,2054-01-01
LN_CLN_623,Borrower 623,CA,465796,9.80,2024-01-01,2054-01-01
LN_CLN_624,Borrower 624,CA,237003,9.50,2024-01-01,2054-01-01
LN_CLN_625,Borrower 625,CA,402635,9.60,2024-01-01,2054-01-01
LN_CLN_626,Borrower 626,CA,426112,4.00,2024-01-01,2054-01-01
LN_CLN_627,Borrower 627,CA,459623,1.80,2024-01-01,2054-01-01
LN_CLN_628,Borrower 628,CA,499080,6.60,2024-01-01,2054-01-01
LN_CLN_629,Borrower 629,CA,303632,2.10,2024-01-01,2054-01-01
LN_CLN_630,Borrower 630,CA,466768,6.00,2024-01-01,2054-01-01
LN_CLN_631,Borrower 631,CA,376700,7.80,2024-01-01,2054-01-01
LN_CLN_632,Borrower 632,CA,488136,3.90,2024-01-01,2054-01-01
LN_CLN_633,Borrower 633,CA,64754,6.80,2024-01-01,2054-01-01
LN_CLN_634,Borrower 634,CA,419573,7.40,2024-01-01,2054-01-01
LN_CLN_635,Borrower 635,CA,87334,1.70,2024-01-01,2054-01-01
LN_CLN_636,Borrower 636,CA,213743,7.40,2024-01-01,2054-01-01
LN_CLN_637,Borrower 637,CA,341414,1.60,2024-01-01,2054-01-01
LN_CLN_638,Borrower 638,CA,255310,4.00,2024-01-01,2054-01-01
LN_CLN_639,Borrower 639,CA,156011,9.50,2024-01-01,2054-01-01
LN_CLN_640,Borrower 640,CA,334372,3.20,2024-01-01,2054-01-01
LN_CLN_641,Borrower 641,CA,487658,7.30,2024-01-01,2054-01-01
LN_CLN_642,Borrower 642,CA,367421,3.80,2024-01-01,2054-01-01
LN_CLN_643,Borrower 643,CA,414208,3.50,2024-01-01,2054-01-01
LN_CLN_644,Borrower 644,CA,113806,6.10,2024-01-01,2054-01-01
LN_CLN_645,Borrower 645,CA,160342,2.20,2024-01-01,2054-01-01
LN_CLN_646,Borrower 646,CA,282034,7.80,2024-01-01,2054-01-01
LN_CLN_647,Borrower 647,CA,407662,6.80,2024-01-01,2054-01-01
LN_CLN_648,Borrower 648,CA,137538,4.00,2024-01-01,2054-01-01
LN_CLN_649,Borrower 649,CA,220984,8.90,2024-01-01,2054-01-01
LN_CLN_650,Borrower 650,CA,258496,2.50,2024-01-01,2054-01-01
LN_CLN_651,Borrower 651,CA,59530,7.70,2024-01-01,2054-01-01
LN_CLN_652,Borrower 652,CA,469954,8.70,2024-01-01,2054-01-01
LN_CLN_653,Borrower 653,CA,141080,4.90,2024-01-01,2054-01-01
LN_CLN_654,Borrower 654,CA,363369,8.40,2024-01-01,2054-01-01
LN_CLN_655,Borrower 655,CA,452300,7.50,2024-01-01,2054-01-01
LN_CLN_656,Borrower 656,CA,220986,8.30,2024-01-01,2054-01-01
LN_CLN_657,Borrower 657,CA,441458,3.50,2024-01-01,2054-01-01
LN_CLN_658,Borrower 658,CA,194980,6.50,2024-01-01,2054-01-01
LN_CLN_659,Borrower 659,CA,395581,4.10,2024-01-01,2054-01-01
LN_CLN_660,Borrower 660,CA,365050,6.50,2024-01-01,2054-01-01
LN_CLN_661,Borrower 661,CA,273375,3.70,2024-01-01,2054-01-01
LN_CLN_662,Borrower 662,CA,313077,6.70,2024-01-01,2054-01-01
LN_CLN_663,Borrower 663,CA,443936,5.60,2024-01-01,2054-01-01
LN_CLN_664,Borrower 664,CA,95174,6.80,2024-01-01,2054-01-01
LN_CLN_665,Borrower 665,CA,128706,3.30,2024-01-01,2054-01-01
LN_CLN_666,Borrower 666,CA,417436,9.40,2024-01-01,2054-01-01
LN_CLN_667,Borrower 667,CA,451534,1.30,2024-01-01,2054-01-01
LN_CLN_668,Borrower 668,CA,482405,4.10,2024-01-01,2054-01-01
LN_CLN_669,Borrower 669,CA,235389,1.00,2024-01-01,2054-01-01
LN_CLN_670,Borrower 670,CA,327997,9.80,2024-01-01,2054-01-01
LN_CLN_671,Borrower 671,CA,168986,9.10,2024-01-01,2054-01-01
LN_CLN_672,Borrower 672,CA,343397,5.10,2024-01-01,2054-01-01
LN_CLN_673,Borrower 673,CA,258411,1.70,2024-01-01,2054-01-01
LN_CLN_674,Borrower 674,CA,175975,2.00,2024-01-01,2054-01-01
LN_CLN_675,Borrower 675,CA,337773,3.10,2024-01-01,2054-01-01
LN_CLN_676,Borrower 676,CA,239468,5.90,2024-01-01,2054-01-01
LN_CLN_677,Borrower 677,CA,109268,3.50,2024-01-01,2054-01-01
LN_CLN_678,Borrower 678,CA,136132,8.90,2024-01-01,2054-01-01
LN_CLN_679,Borrower 679,CA,268168,1.60,2024-01-01,2054-01-01
LN_CLN_680,Borrower 680,CA,211578,9.20,2024-01-01,2054-01-01
LN_CLN_681,Borrower 681,CA,51530,2.40,2024-01-01,2054-01-01
LN_CLN_682,Borrower 682,CA,210061,6.10,2024-01-01,2054-01-01
LN_CLN_683,Borrower 683,CA,420623,3.70,2024-01-01,2054-01-01
LN_CLN_684,Borrower 684,CA,457306,8.70,2024-01-01,2054-01-01
LN_CLN_685,Borrower 685,CA,178792,1.40,2024-01-01,2054-01-01
LN_CLN_686,Borrower 686,CA,65148,9.40,2024-01-01,2054-01-01
LN_CLN_687,Borrower 687,CA,125026,5.30,2024-01-01,2054-01-01
LN_CLN_688,Borrower 688,CA,216509,4.40,2024-01-01,2054-01-01
LN_CLN_689,Borrower 689,CA,289119,5.80,2024-01-01,2054-01-01
LN_CLN_690,Borrower 690,CA,467384,7.90,2024-01-01,2054-01-01
LN_CLN_691,Borrower 691,CA,292177,6.00,2024-01-01,2054-01-01
LN_CLN_692,Borrower 692,CA,147950,9.30,2024-01-01,2054-01-01
LN_CLN_693,Borrower 693,CA,64981,4.90,2024-01-01,2054-01-01
LN_CLN_694,Borrower 694,CA,149019,7.60,2024-01-01,2054-01-01
LN_CLN_695,Borrower 695,CA,278996,2.10,2024-01-01,2054-01-01
LN_CLN_696,Borrower 696,CA,494949,6.10,2024-01-01,2054-01-01
LN_CLN_697,Borrower 697,CA,450628,6.30,2024-01-01,2054-01-01
