loan_id,borrower_name,property_state,principal_balance,interest_rate,origination_date,maturity_date
LN_MSV_692,Massive Borrower 692,TX,54432,8.20,2024-01-01,2054-01-01
LN_MSV_693,Massive Borrower 693,TX,247048,5.90,2024-01-01,2054-01-01
LN_MSV_694,Massive Borrower 694,TX,59250,6.10,2024-01-01,2054-01-01
LN_MSV_695,Massive Borrower 695,TX,77248,4.50,2024-01-01,2054-01-01
LN_MSV_696,Massive Borrower 696,TX,299652,3.10,2024-01-01,2054-01-01
LN_MSV_697,Massive Borrower 697,TX,102132,4.40,2024-01-01,2054-01-01
LN_MSV_698,Massive Borrower 698,TX,406628,3.70,2024-01-01,2054-01-01
LN_MSV_699,Massive Borrower 699,TX,72601,2.40,2024-01-01,2054-01-01
LN_MSV_700,Massive Borrower 700,TX,213983,5.20,2024-01-01,2054-01-01
LN_MSV_701,Massive Borrower 701,TX,467715,5.40,2024-01-01,2054-01-01
LN_MSV_702,Massive Borrower 702,TX,462613,2.60,2024-01-01,2054-01-01
LN_MSV_703,Massive Borrower 703,TX,301504,4.40,2024-01-01,2054-01-01
LN_MSV_704,Massive Borrower 704,TX,385592,3.80,2024-01-01,2054-01-01
LN_MSV_705,Massive Borrower 705,TX,82185,8.20,2024-01-01,2054-01-01
LN_MSV_706,Massive Borrower 706,TX,255767,3.90,2024-01-01,2054-01-01
LN_MSV_707,Massive Borrower 707,TX,365785,1.70,2024-01-01,2054-01-01
LN_MSV_708,Massive Borrower 708,TX,177629,5.50,2024-01-01,2054-01-01
LN_MSV_709,Massive Borrower 709,TX,360890,2.60,2024-01-01,2054-01-01
LN_MSV_710,Massive Borrower 710,TX,114264,6.80,2024-01-01,2054-01-01
LN_MSV_711,Massive Borrower 711,TX,120941,6.40,2024-01-01,2054-01-01
LN_MSV_712,Massive Borrower 712,TX,262547,2.40,2024-01-01,2054-01-01
LN_MSV_713,Massive Borrower 713,TX,112597,5.50,2024-01-01,2054-01-01
LN_MSV_714,Massive Borrower 714,TX,414340,5.70,2024-01-01,2054-01-01
LN_MSV_715,Massive Borrower 715,TX,174022,6.80,2024-01-01,2054-01-01
LN_MSV_716,Massive Borrower 716,TX,57426,4.70,2024-01-01,2054-01-01
LN_MSV_717,Massive Borrower 717,TX,225533,8.10,2024-01-01,2054-01-01
LN_MSV_718,Massive Borrower 718,TX,477577,1.60,2024-01-01,2054-01-01
LN_MSV_719,Massive Borrower 719,TX,409620,2.60,2024-01-01,2054-01-01
LN_MSV_720,Massive Borrower 720,TX,153740,6.20,2024-01-01,2054-01-01
LN_MSV_721,Massive Borrower 721,TX,173323,3.60,2024-01-01,2054-01-01
LN_MSV_722,Massive Borrower 722,TX,348975,5.10,2024-01-01,2054-01-01
LN_MSV_723,Massive Borrower 723,TX,105343,8.60,2024-01-01,2054-01-01
LN_MSV_724,Massive Borrower 724,TX,408479,1.60,2024-01-01,2054-01-01
LN_MSV_725,Massive Borrower 725,TX,412256,1.20,2024-01-01,2054-01-01
LN_MSV_726,Massive Borrower 726,TX,258970,4.80,2024-01-01,2054-01-01
LN_MSV_727,Massive Borrower 727,TX,258501,5.20,2024-01-01,2054-01-01
LN_MSV_728,Massive Borrower 728,TX,436311,8.50,2024-01-01,2054-01-01
LN_MSV_729,Massive Borrower 729,TX,333928,8.50,2024-01-01,2054-01-01
LN_MSV_730,Massive Borrower 730,TX,80072,2.70,2024-01-01,2054-01-01
LN_MSV_731,Massive Borrower 731,TX,358059,7.00,2024-01-01,2054-01-01
LN_MSV_732,Massive Borrower 732,TX,436006,3.50,2024-01-01,2054-01-01
LN_MSV_733,Massive Borrower 733,TX,218751,9.70,2024-01-01,2054-01-01
LN_MSV_734,Massive Borrower 734,TX,405585,5.80,2024-01-01,2054-01-01
LN_MSV_735,Massive Borrower 735,TX,230579,8.20,2024-01-01,2054-01-01
LN_MSV_736,Massive Borrower 736,TX,165561,7.30,2024-01-01,2054-01-01
LN_MSV_737,Massive Borrower 737,TX,333236,6.00,2024-01-01,2054-01-01
LN_MSV_738,Massive Borrower 738,TX,182391,4.80,2024-01-01,2054-01-01
LN_MSV_739,Massive Borrower 739,TX,361020,5.60,2024-01-01,2054-01-01
LN_MSV_740,Massive Borrower 740,TX,59293,8.90,2024-01-01,2054-01-01
LN_MSV_741,Massive Borrower 741,TX,130384,8.30,2024-01-01,2054-01-01
LN_MSV_742,Massive Borrower 742,TX,497371,6.90,2024-01-01,2054-01-01
LN_MSV_743,Massive Borrower 743,TX,98066,8.80,2024-01-01,2054-01-01
LN_MSV_744,Massive Borrower 744,TX,321724,6.00,2024-01-01,2054-01-01
LN_MSV_745,Massive Borrower 745,TX,484915,3.20,2024-01-01,2054-01-01
LN_MSV_746,Massive Borrower 746,TX,448752,6.40,2024-01-01,2054-01-01
LN_MSV_747,Massive Borrower 747,TX,108251,2.20,2024-01-01,2054-01-01
LN_MSV_748,Massive Borrower 748,TX,423632,4.80,2024-01-01,2054-01-01
LN_MSV_749,Massive Borrower 749,TX,485272,1.60,2024-01-01,2054-01-01
LN_MSV_750,Massive Borrower 750,TX,204885,1.70,2024-01-01,2054-01-01
LN_MSV_751,Massive Borrower 751,TX,90923,1.60,2024-01-01,2054-01-01
LN_MSV_752,Massive Borrower 752,TX,66044,4.90,2024-01-01,2054-01-01
LN_MSV_753,Massive Borrower 753,TX,425271,8.00,2024-01-01,2054-01-01
LN_MSV_754,Massive Borrower 754,TX,361290,8.60,2024-01-01,2054-01-01
LN_MSV_755,Massive Borrower 755,TX,302776,8.00,2024-01-01,2054-01-01
LN_MSV_756,Massive Borrower 756,TX,220952,2.80,2024-01-01,2054-01-01
LN_MSV_757,Massive Borrower 757,TX,116212,4.30,2024-01-01,2054-01-01
LN_MSV_758,Massive Borrower 758,TX,326425,1.10,2024-01-01,2054-01-01
LN_MSV_759,Massive Borrower 759,TX,64806,5.90,2024-01-01,2054-01-01
LN_MSV_760,Massive Borrower 760,TX,203833,9.20,2024-01-01,2054-01-01
LN_MSV_761,Massive Borrower 761,TX,242711,5.10,2024-01-01,2054-01-01
LN_MSV_762,Massive Borrower 762,TX,214409,2.50,2024-01-01,2054-01-01
LN_MSV_763,Massive Borrower 763,TX,426075,1.60,2024-01-01,2054-01-01
LN_MSV_764,Massive Borrower 764,TX,274031,1.80,2024-01-01,2054-01-01
LN_MSV_765,Massive Borrower 765,TX,413567,2.10,2024-01-01,2054-01-01
LN_MSV_766,Massive Borrower 766,TX,167383,1.70,2024-01-01,2054-01-01
LN_MSV_767,Massive Borrower 767,TX,446788,7.50,2024-01-01,2054-01-01
LN_MSV_768,Massive Borrower 768,TX,337109,8.90,2024-01-01,2054-01-01
LN_MSV_769,Massive Borrower 769,TX,176825,3.50,2024-01-01,2054-01-01
LN_MSV_770,Massive Borrower 770,TX,216602,10.00,2024-01-01,2054-01-01
LN_MSV_771,Massive Borrower 771,TX,469403,2.80,2024-01-01,2054-01-01
LN_MSV_772,Massive Borrower 772,TX,412866,8.90,2024-01-01,2054-01-01
LN_MSV_773,Massive Borrower 773,TX,181750,4.80,2024-01-01,2054-01-01
LN_MSV_774,Massive Borrower 774,TX,214962,9.10,2024-01-01,2054-01-01
LN_MSV_775,Massive Borrower 775,TX,212607,3.60,2024-01-01,2054-01-01
LN_MSV_776,Massive Borrower 776,TX,436743,5.00,2024-01-01,2054-01-01
LN_MSV_777,Massive Borrower 777,TX,383884,8.30,2024-01-01,2054-01-01
LN_MSV_778,Massive Borrower 778,TX,253581,3.60,2024-01-01,2054-01-01
LN_MSV_779,Massive Borrower 779,TX,278445,9.30,2024-01-01,2054-01-01
LN_MSV_780,Massive Borrower 780,TX,326608,7.10,2024-01-01,2054-01-01
LN_MSV_781,Massive Borrower 781,TX,456182,1.00,2024-01-01,2054-01-01
LN_MSV_782,Massive Borrower 782,TX,125293,6.50,2024-01-01,2054-01-01
LN_MSV_783,Massive Borrower 783,TX,163665,1.10,2024-01-01,2054-01-01
LN_MSV_784,Massive Borrower 784,TX,283761,9.70,2024-01-01,2054-01-01
LN_MSV_785,Massive Borrower 785,TX,375472,4.60,2024-01-01,2054-01-01
LN_MSV_786,Massive Borrower 786,TX,72806,8.20,2024-01-01,2054-01-01
LN_MSV_787,Massive Borrower 787,TX,468718,5.30,2024-01-01,2054-01-01
LN_MSV_788,Massive Borrower 788,TX,73003,2.50,2024-01-01,2054-01-01
LN_MSV_789,Massive Borrower 789,TX,157183,8.80,2024-01-01,2054-01-01
LN_MSV_790,Massive Borrower 790,TX,113880,6.90,2024-01-01,2054-01-01
LN_MSV_791,Massive Borrower 791,TX,472710,8.10,2024-01-01,2054-01-01
LN_MSV_792,Massive Borrower 792,TX,494589,2.30,2024-01-01,2054-01-01
LN_MSV_793,Massive Borrower 793,TX,394022,2.10,2024-01-01,2054-01-01
LN_MSV_794,Massive Borrower 794,TX,225647,2.40,2024-01-01,2054-01-01
LN_MSV_795,Massive Borrower 795,TX,435187,4.00,2024-01-01,2054-01-01
LN_MSV_796,Massive Borrower 796,TX,358029,1.20,2024-01-01,2054-01-01
LN_MSV_797,Massive Borrower 797,TX,237843,2.70,2024-01-01,2054-01-01
LN_MSV_798,Massive Borrower 798,TX,118556,6.50,2024-01-01,2054-01-01
LN_MSV_799,Massive Borrower 799,TX,108392,4.00,2024-01-01,2054-01-01
LN_MSV_800,Massive Borrower 800,TX,348202,2.70,2024-01-01,2054-01-01
LN_MSV_801,Massive Borrower 801,TX,126806,9.20,2024-01-01,2054-01-01
LN_MSV_802,Massive Borrower 802,TX,142149,1.30,2024-01-01,2054-01-01
LN_MSV_803,Massive Borrower 803,TX,361859,8.80,2024-01-01,2054-01-01
LN_MSV_804,Massive Borrower 804,TX,436714,8.30,2024-01-01,2054-01-01
LN_MSV_805,Massive Borrower 805,TX,259698,1.90,2024-01-01,2054-01-01
LN_MSV_806,Massive Borrower 806,TX,209169,3.70,2024-01-01,2054-01-01
LN_MSV_807,Massive Borrower 807,TX,354839,7.30,2024-01-01,2054-01-01
LN_MSV_808,Massive Borrower 808,TX,114349,2.50,2024-01-01,2054-01-01
LN_MSV_809,Massive Borrower 809,TX,492255,5.00,2024-01-01,2054-01-01
LN_MSV_810,Massive Borrower 810,TX,491896,7.70,2024-01-01,2054-01-01
LN_MSV_811,Massive Borrower 811,TX,441283,4.60,2024-01-01,2054-01-01
LN_MSV_812,Massive Borrower 812,TX,414874,1.20,2024-01-01,2054-01-01
LN_MSV_813,Massive Borrower 813,TX,349482,2.00,2024-01-01,2054-01-01
LN_MSV_814,Massive Borrower 814,TX,309950,8.30,2024-01-01,2054-01-01
LN_MSV_815,Massive Borrower 815,TX,70381,5.80,2024-01-01,2054-01-01
LN_MSV_816,Massive Borrower 816,TX,300161,3.60,2024-01-01,2054-01-01
LN_MSV_817,Massive Borrower 817,TX,471930,7.70,2024-01-01,2054-01-01
LN_MSV_818,Massive Borrower 818,TX,261069,7.80,2024-01-01,2054-01-01
LN_MSV_819,Massive Borrower 819,TX,81880,2.70,2024-01-01,2054-01-01
LN_MSV_820,Massive Borrower 820,TX,457484,7.70,2024-01-01,2054-01-01
LN_MSV_821,Massive Borrower 821,TX,174686,4.20,2024-01-01,2054-01-01
LN_MSV_822,Massive Borrower 822,TX,382587,9.10,2024-01-01,2054-01-01
LN_MSV_823,Massive Borrower 823,TX,498450,4.20,2024-01-01,2054-01-01
LN_MSV_824,Massive Borrower 824,TX,187134,5.20,2024-01-01,2054-01-01
LN_MSV_825,Massive Borrower 825,TX,430940,7.80,2024-01-01,2054-01-01
LN_MSV_826,Massive Borrower 826,TX,332069,2.20,2024-01-01,2054-01-01
LN_MSV_827,Massive Borrower 827,TX,358718,2.00,2024-01-01,2054-01-01
LN_MSV_828,Massive Borrower 828,TX,467356,5.80,2024-01-01,2054-01-01
LN_MSV_829,Massive Borrower 829,TX,67509,5.40,2024-01-01,2054-01-01
LN_MSV_830,Massive Borrower 830,TX,408785,4.70,2024-01-01,2054-01-01
LN_MSV_831,Massive Borrower 831,TX,291422,8.80,2024-01-01,2054-01-01
LN_MSV_832,Massive Borrower 832,TX,101509,6.30,2024-01-01,2054-01-01
LN_MSV_833,Massive Borrower 833,TX,470106,7.30,2024-01-01,2054-01-01
LN_MSV_834,Massive Borrower 834,TX,206447,7.10,2024-01-01,2054-01-01
LN_MSV_835,Massive Borrower 835,TX,368719,4.30,2024-01-01,2054-01-01
LN_MSV_836,Massive Borrower 836,TX,253432,4.60,2024-01-01,2054-01-01
LN_MSV_837,Massive Borrower 837,TX,270481,2.40,2024-01-01,2054-01-01
LN_MSV_838,Massive Borrower 838,TX,204621,1.00,2024-01-01,2054-01-01
LN_MSV_839,Massive Borrower 839,TX,103866,3.50,2024-01-01,2054-01-01
LN_MSV_840,Massive Borrower 840,TX,85366,8.20,2024-01-01,2054-01-01
LN_MSV_841,Massive Borrower 841,TX,456592,2.20,2024-01-01,2054-01-01
LN_MSV_842,Massive Borrower 842,TX,75038,2.30,2024-01-01,2054-01-01
LN_MSV_843,Massive Borrower 843,TX,157049,6.40,2024-01-01,2054-01-01
LN_MSV_844,Massive Borrower 844,TX,268134,4.10,2024-01-01,2054-01-01
LN_MSV_845,Massive Borrower 845,TX,223592,1.20,2024-01-01,2054-01-01
LN_MSV_846,Massive Borrower 846,TX,191996,9.70,2024-01-01,2054-01-01
LN_MSV_847,Massive Borrower 847,TX,432904,4.40,2024-01-01,2054-01-01
LN_MSV_848,Massive Borrower 848,TX,203366,10.00,2024-01-01,2054-01-01
LN_MSV_849,Massive Borrower 849,TX,250921,4.50,2024-01-01,2054-01-01
LN_MSV_850,Massive Borrower 850,TX,214777,2.50,2024-01-01,2054-01-01
LN_MSV_851,Massive Borrower 851,TX,315021,7.20,2024-01-01,2054-01-01
LN_MSV_852,Massive Borrower 852,TX,240599,4.50,2024-01-01,2054-01-01
LN_MSV_853,Massive Borrower 853,TX,386793,6.30,2024-01-01,2054-01-01
LN_MSV_854,Massive Borrower 854,TX,166931,9.00,2024-01-01,2054-01-01
LN_MSV_855,Massive Borrower 855,TX,231246,6.50,2024-01-01,2054-01-01
LN_MSV_856,Massive Borrower 856,TX,466173,1.30,2024-01-01,2054-01-01
LN_MSV_857,Massive Borrower 857,TX,381856,6.80,2024-01-01,2054-01-01
LN_MSV_858,Massive Borrower 858,TX,167844,2.20,2024-01-01,2054-01-01
LN_MSV_859,Massive Borrower 859,TX,190293,2.60,2024-01-01,2054-01-01
LN_MSV_860,Massive Borrower 860,TX,257920,8.20,2024-01-01,2054-01-01
LN_MSV_861,Massive Borrower 861,TX,66718,5.50,2024-01-01,2054-01-01
LN_MSV_862,Massive Borrower 862,TX,238921,9.60,2024-01-01,2054-01-01
LN_MSV_863,Massive Borrower 863,TX,132054,2.40,2024-01-01,2054-01-01
LN_MSV_864,Massive Borrower 864,TX,289999,5.80,2024-01-01,2054-01-01
LN_MSV_865,Massive Borrower 865,TX,252279,3.60,2024-01-01,2054-01-01
LN_MSV_866,Massive Borrower 866,TX,395821,1.20,2024-01-01,2054-01-01
LN_MSV_867,Massive Borrower 867,TX,224093,3.40,2024-01-01,2054-01-01
LN_MSV_868,Massive Borrower 868,TX,494297,8.10,2024-01-01,2054-01-01
LN_MSV_869,Massive Borrower 869,TX,229989,3.60,2024-01-01,2054-01-01
LN_MSV_870,Massive Borrower 870,TX,369475,3.50,2024-01-01,2054-01-01
LN_MSV_871,Massive Borrower 871,TX,413964,1.40,2024-01-01,2054-01-01
LN_MSV_872,Massive Borrower 872,TX,234610,6.80,2024-01-01,2054-01-01
LN_MSV_873,Massive Borrower 873,TX,54320,3.50,2024-01-01,2054-01-01
LN_MSV_874,Massive Borrower 874,TX,353923,3.80,2024-01-01,2054-01-01
LN_MSV_875,Massive Borrower 875,TX,457835,8.80,2024-01-01,2054-01-01
LN_MSV_876,Massive Borrower 876,TX,242315,2.10,2024-01-01,2054-01-01
LN_MSV_877,Massive Borrower 877,TX,254693,7.40,2024-01-01,2054-01-01
LN_MSV_878,Massive Borrower 878,TX,279280,3.20,2024-01-01,2054-01-01
LN_MSV_879,Massive Borrower 879,TX,345563,7.40,2024-01-01,2054-01-01
LN_MSV_880,Massive Borrower 880,TX,492026,3.40,2024-01-01,2054-01-01
LN_MSV_881,Massive Borrower 881,TX,222606,4.40,2024-01-01,2054-01-01
LN_MSV_882,Massive Borrower 882,TX,270908,9.60,2024-01-01,2054-01-01
LN_MSV_883,Massive Borrower 883,TX,460907,9.40,2024-01-01,2054-01-01
LN_MSV_884,Massive Borrower 884,TX,162437,6.70,2024-01-01,2054-01-01
LN_MSV_885,Massive Borrower 885,TX,400284,7.80,2024-01-01,2054-01-01
LN_MSV_886,Massive Borrower 886,TX,461158,1.00,2024-01-01,2054-01-01
LN_MSV_887,Massive Borrower 887,TX,256611,9.50,2024-01-01,2054-01-01
LN_MSV_888,Massive Borrower 888,TX,289786,9.30,2024-01-01,2054-01-01
LN_MSV_889,Massive Borrower 889,TX,453817,2.50,2024-01-01,2054-01-01
LN_MSV_890,Massive Borrower 890,TX,112737,1.40,2024-01-01,2054-01-01
LN_MSV_891,Massive Borrower 891,TX,273894,2.80,2024-01-01,2054-01-01
LN_MSV_892,Massive Borrower 892,TX,243365,8.20,2024-01-01,2054-01-01
LN_MSV_893,Massive Borrower 893,TX,495501,5.70,2024-01-01,2054-01-01
LN_MSV_894,Massive Borrower 894,TX,136773,6.40,2024-01-01,2054-01-01
LN_MSV_895,Massive Borrower 895,TX,133344,1.20,2024-01-01,2054-01-01
LN_MSV_896,Massive Borrower 896,TX,236535,7.10,2024-01-01,2054-01-01
LN_MSV_897,Massive Borrower 897,TX,254678,6.50,2024-01-01,2054-01-01
LN_MSV_898,Massive Borrower 898,TX,497005,5.60,2024-01-01,2054-01-01
LN_MSV_899,Massive Borrower 899,TX,122814,5.30,2024-01-01,2054-01-01
LN_MSV_900,Massive Borrower 900,TX,62434,8.70,2024-01-01,2054-01-01
LN_MSV_901,Massive Borrower 901,TX,104406,9.90,2024-01-01,2054-01-01
LN_MSV_902,Massive Borrower 902,TX,270749,3.10,2024-01-01,2054-01-01
LN_MSV_903,Massive Borrower 903,TX,471974,9.00,2024-01-01,2054-01-01
LN_MSV_904,Massive Borrower 904,TX,267524,8.70,2024-01-01,2054-01-01
LN_MSV_905,Massive Borrower 905,TX,157773,5.10,2024-01-01,2054-01-01
LN_MSV_906,Massive Borrower 906,TX,495021,3.50,2024-01-01,2054-01-01
LN_MSV_907,Massive Borrower 907,TX,246420,6.40,2024-01-01,2054-01-01
LN_MSV_908,Massive Borrower 908,TX,440198,7.00,2024-01-01,2054-01-01
LN_MSV_909,Massive Borrower 909,TX,125954,5.50,2024-01-01,2054-01-01
LN_MSV_910,Massive Borrower 910,TX,445775,4.10,2024-01-01,2054-01-01
LN_MSV_911,Massive Borrower 911,TX,487716,1.30,2024-01-01,2054-01-01
LN_MSV_912,Massive Borrower 912,TX,413804,8.00,2024-01-01,2054-01-01
LN_MSV_913,Massive Borrower 913,TX,320598,5.40,2024-01-01,2054-01-01
LN_MSV_914,Massive Borrower 914,TX,330595,5.60,2024-01-01,2054-01-01
LN_MSV_915,Massive Borrower 915,TX,334173,9.90,2024-01-01,2054-01-01
LN_MSV_916,Massive Borrower 916,TX,319991,1.90,2024-01-01,2054-01-01
LN_MSV_917,Massive Borrower 917,TX,62549,8.60,2024-01-01,2054-01-01
LN_MSV_918,Massive Borrower 918,TX,480964,5.00,2024-01-01,2054-01-01
LN_MSV_919,Massive Borrower 919,TX,432050,9.80,2024-01-01,2054-01-01
LN_MSV_920,Massive Borrower 920,TX,491500,5.20,2024-01-01,2054-01-01
LN_MSV_921,Massive Borrower 921,TX,179656,2.80,2024-01-01,2054-01-01
LN_MSV_922,Massive Borrower 922,TX,193938,7.40,2024-01-01,2054-01-01
LN_MSV_923,Massive Borrower 923,TX,217070,7.90,2024-01-01,2054-01-01
LN_MSV_924,Massive Borrower 924,TX,475799,8.40,2024-01-01,2054-01-01
LN_MSV_925,Massive Borrower 925,TX,176093,5.50,2024-01-01,2054-01-01
LN_MSV_926,Massive Borrower 926,TX,496118,2.40,2024-01-01,2054-01-01
LN_MSV_927,Massive Borrower 927,TX,409406,4.50,2024-01-01,2054-01-01
LN_MSV_928,Massive Borrower 928,TX,165779,5.50,2024-01-01,2054-01-01
LN_MSV_929,Massive Borrower 929,TX,194899,3.20,2024-01-01,2054-01-01
LN_MSV_930,Massive Borrower 930,TX,434021,4.00,2024-01-01,2054-01-01
LN_MSV_931,Massive Borrower 931,TX,69550,7.40,2024-01-01,2054-01-01
LN_MSV_932,Massive Borrower 932,TX,387162,9.00,2024-01-01,2054-01-01
LN_MSV_933,Massive Borrower 933,TX,362365,8.70,2024-01-01,2054-01-01
LN_MSV_934,Massive Borrower 934,TX,429832,5.80,2024-01-01,2054-01-01
LN_MSV_935,Massive Borrower 935,TX,365986,4.20,2024-01-01,2054-01-01
LN_MSV_936,Massive Borrower 936,TX,443660,4.40,2024-01-01,2054-01-01
LN_MSV_937,Massive Borrower 937,TX,118265,8.80,2024-01-01,2054-01-01
LN_MSV_938,Massive Borrower 938,TX,365540,8.10,2024-01-01,2054-01-01
LN_MSV_939,Massive Borrower 939,TX,224054,3.40,2024-01-01,2054-01-01
LN_MSV_940,Massive Borrower 940,TX,342853,1.00,2024-01-01,2054-01-01
LN_MSV_941,Massive Borrower 941,TX,187132,6.60,2024-01-01,2054-01-01
LN_MSV_942,Massive Borrower 942,TX,266918,8.90,2024-01-01,2054-01-01
LN_MSV_943,Massive Borrower 943,TX,299614,7.40,2024-01-01,2054-01-01
LN_MSV_944,Massive Borrower 944,TX,363565,8.70,2024-01-01,2054-01-01
LN_MSV_945,Massive Borrower 945,TX,163585,8.40,2024-01-01,2054-01-01
LN_MSV_946,Massive Borrower 946,TX,152537,6.40,2024-01-01,2054-01-01
LN_MSV_947,Massive Borrower 947,TX,156288,4.60,2024-01-01,2054-01-01
LN_MSV_948,Massive Borrower 948,TX,446071,4.50,2024-01-01,2054-01-01
LN_MSV_949,Massive Borrower 949,TX,195954,6.30,2024-01-01,2054-01-01
LN_MSV_950,Massive Borrower 950,TX,337033,1.90,2024-01-01,2054-01-01
LN_MSV_951,Massive Borrower 951,TX,166869,7.40,2024-01-01,2054-01-01
LN_MSV_952,Massive Borrower 952,TX,189131,5.80,2024-01-01,2054-01-01
LN_MSV_953,Massive Borrower 953,TX,470058,3.20,2024-01-01,2054-01-01
LN_MSV_954,Massive Borrower 954,TX,127926,4.90,2024-01-01,2054-01-01
LN_MSV_955,Massive Borrower 955,TX,94039,2.00,2024-01-01,2054-01-01
LN_MSV_956,Massive Borrower 956,TX,287559,3.20,2024-01-01,2054-01-01
LN_MSV_957,Massive Borrower 957,TX,241586,1.10,2024-01-01,2054-01-01
LN_MSV_958,Massive Borrower 958,TX,288305,7.10,2024-01-01,2054-01-01
LN_MSV_959,Massive Borrower 959,TX,347424,2.20,2024-01-01,2054-01-01
LN_MSV_960,Massive Borrower 960,TX,132901,1.30,2024-01-01,2054-01-01
LN_MSV_961,Massive Borrower 961,TX,260372,8.90,2024-01-01,2054-01-01
LN_MSV_962,Massive Borrower 962,TX,453714,8.60,2024-01-01,2054-01-01
LN_MSV_963,Massive Borrower 963,TX,195506,2.30,2024-01-01,2054-01-01
LN_MSV_964,Massive Borrower 964,TX,329364,7.50,2024-01-01,2054-01-01
LN_MSV_965,Massive Borrower 965,TX,374992,7.40,2024-01-01,2054-01-01
LN_MSV_966,Massive Borrower 966,TX,304233,6.90,2024-01-01,2054-01-01
LN_MSV_967,Massive Borrower 967,TX,442905,1.90,2024-01-01,2054-01-01
LN_MSV_968,Massive Borrower 968,TX,421794,4.40,2024-01-01,2054-01-01
LN_MSV_969,Massive Borrower 969,TX,237621,7.40,2024-01-01,2054-01-01
LN_MSV_970,Massive Borrower 970,TX,64734,4.60,2024-01-01,2054-01-01
LN_MSV_971,Massive Borrower 971,TX,329095,3.80,2024-01-01,2054-01-01
LN_MSV_972,Massive Borrower 972,TX,152424,6.80,2024-01-01,2054-01-01
LN_MSV_973,Massive Borrower 973,TX,250799,10.00,2024-01-01,2054-01-01
LN_MSV_974,Massive Borrower 974,TX,104269,8.30,2024-01-01,2054-01-01
LN_MSV_975,Massive Borrower 975,TX,458619,7.40,2024-01-01,2054-01-01
LN_MSV_976,Massive Borrower 976,TX,461075,9.90,2024-01-01,2054-01-01
LN_MSV_977,Massive Borrower 977,TX,91398,3.50,2024-01-01,2054-01-01
LN_MSV_978,Massive Borrower 978,TX,186365,9.20,2024-01-01,2054-01-01
LN_MSV_979,Massive Borrower 979,TX,251342,8.00,2024-01-01,2054-01-01
LN_MSV_980,Massive Borrower 980,TX,203069,8.30,2024-01-01,2054-01-01
LN_MSV_981,Massive Borrower 981,TX,349765,4.90,2024-01-01,2054-01-01
LN_MSV_982,Massive Borrower 982,TX,91036,2.40,2024-01-01,2054-01-01
LN_MSV_983,Massive Borrower 983,TX,217690,1.30,2024-01-01,2054-01-01
LN_MSV_984,Massive Borrower 984,TX,212316,7.50,2024-01-01,2054-01-01
LN_MSV_985,Massive Borrower 985,TX,138626,3.80,2024-01-01,2054-01-01
LN_MSV_986,Massive Borrower 986,TX,366016,7.90,2024-01-01,2054-01-01
LN_MSV_987,Massive Borrower 987,TX,493324,10.00,2024-01-01,2054-01-01
LN_MSV_988,Massive Borrower 988,TX,145531,8.60,2024-01-01,2054-01-01
LN_MSV_989,Massive Borrower 989,TX,228381,7.00,2024-01-01,2054-01-01
LN_MSV_990,Massive Borrower 990,TX,161597,3.90,2024-01-01,2054-01-01
LN_MSV_991,Massive Borrower 991,TX,290854,6.10,2024-01-01,2054-01-01
LN_MSV_992,Massive Borrower 992,TX,443512,4.00,2024-01-01,2054-01-01
LN_MSV_993,Massive Borrower 993,TX,388941,6.40,2024-01-01,2054-01-01
LN_MSV_994,Massive Borrower 994,TX,88131,3.00,2024-01-01,2054-01-01
LN_MSV_995,Massive Borrower 995,TX,302018,6.60,2024-01-01,2054-01-01
LN_MSV_996,Massive Borrower 996,TX,201319,1.00,2024-01-01,2054-01-01
LN_MSV_997,Massive Borrower 997,TX,290371,2.60,2024-01-01,2054-01-01
LN_MSV_998,Massive Borrower 998,TX,239567,3.20,2024-01-01,2054-01-01
LN_MSV_999,Massive Borrower 999,TX,348911,8.10,2024-01-01,2054-01-01
LN_MSV_1000,Massive Borrower 1000,TX,81471,3.80,2024-01-01,2054-01-01
LN_MSV_1001,Massive Borrower 1001,TX,336893,1.70,2024-01-01,2054-01-01
LN_MSV_1002,Massive Borrower 1002,TX,80582,4.30,2024-01-01,2054-01-01
LN_MSV_1003,Massive Borrower 1003,TX,98103,7.80,2024-01-01,2054-01-01
LN_MSV_1004,Massive Borrower 1004,TX,322639,8.30,2024-01-01,2054-01-01
LN_MSV_1005,Massive Borrower 1005,TX,440167,8.80,2024-01-01,2054-01-01
LN_MSV_1006,Massive Borrower 1006,TX,276547,7.50,2024-01-01,2054-01-01
LN_MSV_1007,Massive Borrower 1007,TX,250988,9.20,2024-01-01,2054-01-01
LN_MSV_1008,Massive Borrower 1008,TX,170374,1.30,2024-01-01,2054-01-01
LN_MSV_1009,Massive Borrower 1009,TX,69030,8.70,2024-01-01,2054-01-01
LN_MSV_1010,Massive Borrower 1010,TX,196830,5.80,2024-01-01,2054-01-01
LN_MSV_1011,Massive Borrower 1011,TX,374354,9.50,2024-01-01,2054-01-01
LN_MSV_1012,Massive Borrower 1012,TX,237127,4.30,2024-01-01,2054-01-01
LN_MSV_1013,Massive Borrower 1013,TX,254964,3.10,2024-01-01,2054-01-01
LN_MSV_1014,Massive Borrower 1014,TX,294791,4.60,2024-01-01,2054-01-01
