loan_id,borrower_name,origination_date,maturity_date,principal_balance,current_balance,interest_rate,monthly_payment,loan_status,property_type,property_state,ltv_ratio,credit_score,zip_code
LN-101428,Karen Wilson,12/14/2018,12/14/2034,693000,457380,5.32,3523,Default,Single Family,KY,75,645,10292
LN-101429,Margaret Martinez,09/09/2018,09/09/2041,667000,546940,5.07,3518,Current,Townhouse,WI,73,668,61906
LN-101430,Nancy Lee,06/28/2021,06/28/2046,697000,522750,3.69,2502,60 Days Delinquent,Single Family,MI,80,763,58077
LN-101431,Christopher Miller,06/21/2022,06/21/2048,286000,274560,6.3,4471,Default,Condo,CO,81,690,28425
LN-101432,Matthew Gonzalez,07/04/2023,07/04/2041,388000,283240,7.46,3046,60 Days Delinquent,Condo,WA,94,620,77113
LN-101433,Andrew Johnson,11/18/2022,11/18/2017,294000,188160,6.97,2302,30 Days Delinquent,Commercial,IN,90,713,84979
LN-101434,Steven Jones,09/01/2018,09/01/2040,735000,521850,5.81,4372,Paid Off,Commercial,XX,95,707,32218
LN-101435,Lisa Robinson,04/21/2020,04/21/2045,555000,477300,3.39,4280,60 Days Delinquent,Multi Family,OH,95,688,92659
LN-101436,John Jackson,06/20/2019,06/20/2038,840000,663600,4.19,3667,90+ Days Delinquent,Townhouse,CA,66,785,50099
LN-101437,William Robinson,12/09/2018,12/09/2036,334000,237140,5.6,3847,30 Days Delinquent,Commercial,CO,72,762,77451
LN-101438,Sarah Brown,09/20/2023,09/20/2042,637000,598780,5.59,1556,60 Days Delinquent,Condo,IN,72,702,13572
LN-101439,James Garcia,06/28/2020,06/28/2042,845000,684450,5.95,1834,Default,Townhouse,ZZ,79,659,98578
LN-101298,Ashley Miller,07/27/2022,07/27/2052,223000,211850,7.44,2922,90+ Days Delinquent,Multi Family,MA,62,699,21718
LN-101441,Michelle Moore,07/03/2023,07/03/2040,238000,209440,3.45,2400,Paid Off,Condo,SC,57,624,32632
LN-101442,Joshua Ramirez,01/17/2022,01/17/2017,253000,192280,5.22,2985,Default,Commercial,MN,61,678,44472
LN-101443,Donna Davis,09/20/2023,09/20/2018,231000,138600,5.28,3969,90+ Days Delinquent,Condo,NC,92,652,18800
LN-101444,Susan Anderson,01/21/2022,01/21/2041,392000,305760,6.49,3080,Paid Off,Multi Family,NY,86,647,67313
LN-101143,Mark Johnson,05/25/2021,05/25/2047,633000,449430,3.75,4021,90+ Days Delinquent,Condo,OH,86,818,72255
LN-101446,Donald Lopez,02/21/2023,02/21/2040,336000,231840,3.48,3807,30 Days Delinquent,Commercial,UT,74,643,10638
LN-101447,Anthony Robinson,11/24/2023,11/24/2050,368000,242880,5.21,1990,90+ Days Delinquent,Single Family,TN,77,706,43688
LN-101448,Richard Miller,05/17/2022,05/17/2040,333000,313020,3.42,2765,90+ Days Delinquent,Single Family,UT,93,723,66393
LN-101449,Joseph Sanchez,09/23/2022,09/23/2037,456000,332880,7.02,2332,60 Days Delinquent,Single Family,texas,84,740,45096
LN-101450,Charles Garcia,07/27/2021,07/27/2042,719000,675860,5.07,4401,30 Days Delinquent,Townhouse,AL,92,770,81724
LN-101118,Richard Thomas,05/18/2018,05/18/2035,388000,291000,5.38,2425,60 Days Delinquent,Townhouse,OH,83,746,24353
LN-101452,,11/07/2018,11/07/2047,774000,704340,7.22,3537,Default,Single Family,IN,65,706,18472
LN-101453,Michael Perez,11/03/2019,11/03/2046,554000,393340,4.88,4101,Default,Single Family,IL,66,621,47043
LN-100880,Joseph Garcia,09/23/2018,09/23/2038,320000,297600,3.39,3281,Current,Townhouse,MN,61,818,25562
LN-101455,Emily Brown,03/02/2022,03/02/2040,310000,254200,5.76,2680,Current,Multi Family,NJ,72,716,41654
LN-101456,Sarah Jones,05/04/2021,05/04/2043,631000,416460,6.44,4272,60 Days Delinquent,Multi Family,OK,73,732,21230
LN-101457,Andrew Clark,01/26/2018,01/26/2047,269000,207130,4.87,4064,90+ Days Delinquent,Townhouse,CO,89,701,20981
LN-101458,Jessica Harris,04/17/2023,04/17/2040,281000,230420,7.66,1720,30 Days Delinquent,Commercial,WA,77,628,41272
LN-101459,Thomas Thomas,08/04/2019,08/04/2044,182000,125580,7.06,2036,Default,Commercial,VA,88,801,97855
LN-101460,Margaret Ramirez,11/06/2022,11/06/2039,612000,373320,6.02,2542,90+ Days Delinquent,Multi Family,fl,61,725,93425
LN-101461,Daniel Anderson,08/10/2018,08/10/2041,551000,347130,6.77,4278,60 Days Delinquent,Single Family,VA,59,791,75360
LN-101462,,08/27/2019,08/27/2044,400000,288000,5.9,3671,60 Days Delinquent,Commercial,SC,59,669,35079
LN-101463,Emily Thomas,11/21/2021,11/21/2041,792000,633600,4.53,1722,Default,Multi Family,TN,66,651,77057
LN-101464,Mary White,10/12/2020,10/12/2047,633000,468420,5.8,4320,Paid Off,Townhouse,IL,94,731,53527
LN-101465,Margaret Perez,09/05/2023,09/05/2042,651000,605430,3.81,1830,Paid Off,Condo,KY,83,723,31059
LN-101466,Michelle Jones,08/14/2020,08/14/2041,700000,623000,4.95,3696,Current,Single Family,GA,92,729,68943
LN-101467,Sarah Garcia,09/28/2018,09/28/2013,781000,687280,4.47,3624,60 Days Delinquent,Single Family,WA,83,803,15246
LN-101468,Elizabeth Moore,08/06/2023,08/06/2050,301000,210700,7.22,2438,90+ Days Delinquent,Single Family,TX,69,677,88302
LN-101469,Susan Gonzalez,06/18/2018,06/18/2045,454000,313260,4.24,3631,Current,Condo,OH,90,715,43753
LN-101470,Donald Johnson,03/18/2018,03/18/2013,849000,764100,6.64,4021,Current,Commercial,NJ,60,668,24841
LN-101471,Joshua Brown,01/02/2018,01/02/2044,615000,375150,5.08,3242,30 Days Delinquent,Multi Family,AL,60,691,15330
LN-101472,Sandra Thompson,05/26/2018,05/26/2013,759000,455400,6.03,3856,90+ Days Delinquent,Commercial,AL,59,735,48040
LN-101473,John White,11/24/2021,11/24/2037,367000,245890,4.23,2834,60 Days Delinquent,Commercial,ZZ,67,750,86680
LN-101474,,02/25/2023,02/25/2038,411000,295920,5.6,2435,Paid Off,Condo,IN,92,793,53336
LN-101475,Sarah Ramirez,01/08/2020,01/08/2038,593000,545560,5.59,2934,Paid Off,Commercial,TN,71,779,58928
LN-101476,Michelle Martinez,02/10/2022,02/10/2045,692000,484400,5.1,4342,Paid Off,Townhouse,NC,81,787,74279
LN-101477,Jessica Garcia,02/01/2023,02/01/2043,642000,417300,6.29,2816,90+ Days Delinquent,Single Family,CO,57,738,70633
LN-101478,Joshua Robinson,04/25/2021,04/25/2048,762000,640080,4.98,1769,Default,Commercial,UT,84,716,79758
LN-101479,John White,05/23/2020,05/23/2049,793000,578890,3.47,3579,90+ Days Delinquent,Commercial,WA,90,622,94508
LN-101480,Barbara Gonzalez,12/23/2019,12/23/2041,531000,371700,6.16,3673,Default,Commercial,AZ,68,664,26268
LN-101481,Michelle Lopez,03/19/2023,03/19/2049,514000,462600,7.54,2046,Current,Townhouse,MO,79,711,99843
LN-101482,Joshua Martin,10/14/2022,10/14/2017,406000,377580,4.4,2639,Paid Off,Single Family,KY,60,770,95952
LN-100704,Sandra Robinson,05/05/2022,05/05/2045,177000,157530,4.23,3207,90+ Days Delinquent,Single Family,PA,68,798,40691
LN-101484,Lisa Martinez,10/19/2020,10/19/2039,710000,475700,3.55,1358,30 Days Delinquent,Commercial,MN,92,784,82094
LN-101485,Joshua Jackson,07/10/2022,07/10/2041,212000,142040,5.42,2564,60 Days Delinquent,Multi Family,FL,91,736,65783
LN-101486,Joseph Miller,11/18/2021,11/18/2016,266000,159600,7.63,2740,Paid Off,Single Family,IL,90,679,83904
LN-101487,Margaret Williams,09/22/2022,09/22/2038,196000,125440,5.44,2759,30 Days Delinquent,Townhouse,MN,75,694,57585
LN-101488,Mark Gonzalez,04/13/2018,04/13/2039,239000,193590,3.53,2711,Paid Off,Multi Family,WA,94,701,25023
LN-101151,Joseph Lewis,03/11/2020,03/11/2039,613000,496530,6.64,4307,30 Days Delinquent,Multi Family,IN,83,755,30697
LN-101490,Linda Williams,08/20/2019,08/20/2038,455000,404950,6.27,4044,30 Days Delinquent,Commercial,MI,81,709,98259
LN-101491,,12/04/2019,12/04/2049,650000,448500,4.95,3210,60 Days Delinquent,Multi Family,GA,86,709,87709
LN-100321,Thomas Lee,01/13/2023,01/13/2051,372000,275280,7.17,4430,90+ Days Delinquent,Multi Family,LA,66,702,90667
LN-101493,Linda Davis,12/02/2022,12/02/2040,194000,129980,6,2246,60 Days Delinquent,Single Family,FL,90,628,94994
LN-101494,Paul Hernandez,03/15/2020,03/15/2049,604000,501320,6.71,4481,90+ Days Delinquent,Multi Family,NJ,56,746,62457
LN-100506,Nancy Hernandez,02/03/2022,02/03/2048,233000,172420,3.4,2752,60 Days Delinquent,Multi Family,TN,82,794,92694
LN-101496,Lisa Ramirez,02/23/2021,02/23/2016,807000,661740,3.36,1616,Current,Commercial,LA,56,760,70478
LN-101497,,09/26/2018,09/26/2044,647000,621120,4.96,3985,Default,Commercial,AZ,58,672,61428
LN-101498,Barbara Jackson,07/01/2022,07/01/2052,557000,529150,4.08,3178,30 Days Delinquent,Condo,texas,60,631,43863
LN-101499,Patricia Miller,01/06/2023,01/06/2044,577000,386590,6.66,1883,Default,Condo,NJ,92,694,46208
LN-101500,Jennifer Gonzalez,03/17/2021,03/17/2051,661000,594900,3.54,2566,30 Days Delinquent,Condo,FL,81,730,10510
LN-101501,John Gonzalez,12/16/2018,12/16/2048,271000,173440,6.2,1951,30 Days Delinquent,Single Family,NC,74,804,93910
LN-101502,,03/10/2023,03/10/2043,451000,329230,3.31,1361,30 Days Delinquent,Multi Family,IN,74,680,97251
LN-101503,William Jones,12/14/2022,12/14/2051,791000,601160,6.79,2728,Current,Commercial,CT,71,741,81786
LN-101504,Jennifer Ramirez,11/20/2019,11/20/2041,720000,619200,3.67,3509,Current,Townhouse,NY,64,800,33948
LN-101505,Joseph Wilson,03/15/2023,03/15/2052,244000,180560,7.16,3843,30 Days Delinquent,Townhouse,GA,69,763,24641
LN-101506,Sandra Garcia,01/04/2018,01/04/2035,512000,358400,4.45,3494,Paid Off,Townhouse,GA,80,710,32490
LN-101507,Ashley Taylor,08/15/2022,08/15/2045,529000,433780,6.32,1710,Default,Commercial,KY,64,768,93981
LN-101508,Anthony Wilson,08/04/2023,08/04/2045,810000,567000,6.4,1409,90+ Days Delinquent,Commercial,IL,63,754,77865
LN-101509,Mary Ramirez,12/17/2021,12/17/2042,658000,447440,6.5,4232,Default,Townhouse,MA,57,662,11884
LN-101510,John Thomas,12/04/2020,12/04/2045,252000,181440,6.5,2383,90+ Days Delinquent,Multi Family,99,84,675,48724
LN-101511,Barbara Thompson,08/22/2022,08/22/2017,673000,619160,6.45,4020,60 Days Delinquent,Condo,CO,66,793,44301
LN-101512,Joseph Wilson,04/04/2020,04/04/2050,730000,511000,6.07,3888,Current,Multi Family,WI,80,734,56465
LN-101513,Donna Robinson,07/20/2022,07/20/2039,700000,574000,6.63,4380,Paid Off,Townhouse,VA,75,768,41084
LN-101514,Michael Moore,01/18/2019,01/18/2038,203000,140070,4.4,1984,Paid Off,Commercial,TX,57,678,39142
LN-101515,Ashley Martin,10/28/2021,10/28/2039,362000,343900,4.74,1652,60 Days Delinquent,Condo,MN,61,621,87160
LN-101516,Sarah Clark,09/07/2022,09/07/2048,771000,624510,4.02,2495,60 Days Delinquent,Single Family,NY,68,718,90374
LN-101517,Lisa Anderson,01/06/2021,01/06/2048,207000,132480,6.01,3885,60 Days Delinquent,Multi Family,MO,81,763,16795
LN-101518,Mark Jones,12/18/2022,12/18/2047,696000,570720,6.93,1892,Paid Off,Single Family,AZ,55,672,37775
LN-101519,Richard Martin,08/11/2018,08/11/2044,495000,306900,6.13,3848,60 Days Delinquent,Condo,WI,83,641,92463
LN-101520,Charles Lewis,04/01/2021,04/01/2050,342000,287280,7.62,2843,30 Days Delinquent,Multi Family,ZZ,94,642,88438
LN-101521,Nancy Sanchez,05/06/2021,05/06/2051,817000,531050,4.02,2879,Default,Commercial,GA,59,796,42070
LN-101522,Jennifer Miller,06/23/2020,06/23/2015,154000,109340,7.11,4486,Default,Townhouse,GA,85,707,10080
LN-101523,Christopher Gonzalez,10/26/2020,10/26/2050,550000,478500,7.5,2506,Paid Off,Multi Family,NY,93,650,32121
LN-100558,John Sanchez,01/04/2018,01/04/2037,256000,209920,7.42,3490,Default,Single Family,TX,79,652,91603
LN-101525,Daniel Davis,11/26/2023,11/26/2048,454000,440380,4.1,3449,30 Days Delinquent,Commercial,CT,56,776,61272
LN-100456,Joseph Lopez,10/10/2019,10/10/2034,662000,536220,7.33,4145,60 Days Delinquent,Commercial,NJ,78,747,92431
LN-101527,Linda Thompson,01/09/2019,01/09/2037,255000,244800,7.65,1949,30 Days Delinquent,Multi Family,california,68,635,88937
LN-101528,Barbara Lee,06/16/2022,06/16/2050,187000,164560,7.54,1972,Paid Off,Multi Family,WI,67,777,58752
LN-101529,Anthony Anderson,09/13/2020,09/13/2037,186000,115320,5.46,1997,Default,Multi Family,IL,84,790,80094
LN-101530,Lisa Jones,01/03/2022,01/03/2044,216000,179280,6.62,1951,Default,Commercial,ZZ,58,752,35837
LN-101531,John Clark,08/05/2021,08/05/2016,645000,554700,5.89,2855,90+ Days Delinquent,Condo,MA,67,644,39133
LN-101532,John Garcia,10/26/2021,10/26/2037,292000,219000,7.48,4065,Default,Commercial,CA,62,662,78474
LN-101533,Michelle Harris,09/16/2022,09/16/2044,268000,238520,4.4,4188,Current,Single Family,PA,90,624,47579
LN-101534,Daniel Lee,11/14/2023,11/14/2053,784000,697760,5.24,1987,90+ Days Delinquent,Condo,IN,91,708,35594
LN-101535,Anthony Williams,04/22/2019,04/22/2034,534000,501960,6.04,2528,60 Days Delinquent,Condo,GA,80,813,70769
LN-101536,Joshua Hernandez,03/16/2018,03/16/2044,269000,255550,6.94,1613,Default,Commercial,VA,94,711,88592
LN-101537,Betty Ramirez,02/05/2023,02/05/2053,728000,553280,5.21,4424,Default,Multi Family,UT,70,695,35883
LN-101538,Elizabeth Martinez,10/17/2021,10/17/2048,698000,558400,7.44,2437,Default,Commercial,KY,86,684,26410
LN-101539,James Lopez,02/24/2018,02/24/2040,453000,271800,5.62,4080,60 Days Delinquent,Townhouse,OR,59,813,27946
LN-101540,David Lopez,02/10/2021,02/10/2016,209000,175560,3.68,2018,90+ Days Delinquent,Single Family,TX,83,738,88409
LN-101541,Michael Brown,08/20/2021,08/20/2016,806000,612560,6.93,1766,30 Days Delinquent,Condo,NC,66,741,27424
LN-101542,Sandra Lopez,07/03/2023,07/03/2050,369000,295200,4.21,3864,30 Days Delinquent,Multi Family,AL,73,788,76394
LN-101543,,09/02/2022,09/02/2046,608000,516800,7.21,1653,60 Days Delinquent,Commercial,CO,68,747,17553
LN-101544,Linda Brown,07/15/2018,07/15/2042,391000,258060,5.34,1306,90+ Days Delinquent,Multi Family,MA,77,763,88430
LN-101545,Margaret Jackson,02/22/2018,02/22/2038,273000,188370,3.28,3323,Default,Multi Family,MA,55,684,41738
LN-101546,Mary Harris,01/18/2023,01/18/2040,739000,628150,5.66,1862,Default,Townhouse,KY,92,633,37584
LN-101547,Thomas Johnson,05/04/2020,05/04/2035,272000,165920,6.08,2893,30 Days Delinquent,Single Family,NY,62,685,53787
LN-101548,Michael Sanchez,03/15/2022,03/15/2042,337000,242640,5.34,4196,Paid Off,Condo,NJ,82,682,80140
LN-101549,,04/15/2018,04/15/2048,237000,177750,4.53,4459,60 Days Delinquent,Condo,NY,90,680,80648
LN-101550,Emily Smith,06/15/2019,06/15/2014,446000,414780,7.5,3923,Default,Townhouse,FL,93,752,94892
LN-101551,Lisa Hernandez,07/20/2020,07/20/2045,177000,164610,6.35,1706,30 Days Delinquent,Commercial,CA,92,801,56376
LN-101552,Mark Lee,04/16/2020,04/16/2044,376000,297040,5.76,2444,90+ Days Delinquent,Condo,fl,90,687,87359
LN-101553,Susan Davis,08/22/2022,08/22/2048,807000,564900,4.34,1634,Paid Off,Commercial,NJ,73,702,77099
LN-101554,Donna Miller,10/04/2022,10/04/2049,757000,704010,4.64,2061,30 Days Delinquent,Condo,fl,61,817,92022
LN-101555,Elizabeth Sanchez,09/08/2018,09/08/2036,595000,458150,3.85,2744,90+ Days Delinquent,Single Family,NY,88,784,10819
LN-101556,Jennifer Anderson,02/21/2021,02/21/2039,382000,278860,3.29,3334,30 Days Delinquent,Multi Family,VA,91,650,73357
LN-101557,Ashley Smith,07/15/2019,07/15/2042,446000,307740,6.35,3286,90+ Days Delinquent,Commercial,UT,84,634,28018
LN-101558,Sarah Ramirez,04/10/2022,04/10/2047,453000,344280,4.75,1418,60 Days Delinquent,Townhouse,UT,66,800,13330
LN-101559,Daniel Martin,04/23/2023,04/23/2049,730000,693500,3.6,2033,90+ Days Delinquent,Single Family,unknown,59,776,37201
LN-101560,Linda Thomas,10/01/2020,10/01/2035,565000,452000,6.79,1779,Paid Off,Townhouse,MN,74,672,39347
LN-101561,Mark Thomas,08/26/2023,08/26/2040,593000,367660,6.34,3403,30 Days Delinquent,Multi Family,PA,74,705,91323
LN-101562,Margaret Ramirez,02/18/2022,02/18/2037,838000,687160,3.31,4441,90+ Days Delinquent,Single Family,LA,81,740,31230
LN-101563,Kimberly Martinez,06/10/2021,06/10/2049,296000,230880,6.48,3912,Default,Condo,CT,58,622,97805
LN-100419,Anthony Lewis,05/25/2018,05/25/2041,267000,234960,6.2,3709,Current,Commercial,WA,63,643,37795
LN-101565,Andrew Davis,01/18/2021,01/18/2042,495000,371250,6.29,4278,Paid Off,Townhouse,VA,60,676,89235
LN-101566,James Garcia,09/25/2021,09/25/2036,239000,174470,3.92,1506,Current,Townhouse,MA,84,694,46302
LN-101567,Jennifer Thomas,01/25/2018,01/25/2036,687000,645780,4.39,3619,30 Days Delinquent,Townhouse,IN,72,653,52213
LN-101568,Christopher Ramirez,05/20/2022,05/20/2041,297000,222750,5.68,1436,Paid Off,Single Family,NJ,67,728,24772
LN-101569,Sandra Wilson,10/10/2022,10/10/2050,796000,541280,3.97,4490,30 Days Delinquent,Commercial,SC,87,736,96670
LN-101570,Lisa Martin,12/02/2018,12/02/2013,642000,584220,7.38,2383,30 Days Delinquent,Commercial,NC,92,674,86318
LN-101571,Joshua Garcia,10/06/2022,10/06/2052,257000,179900,5.33,3575,90+ Days Delinquent,Single Family,IN,69,723,75650
LN-101572,Mark Wilson,11/04/2021,11/04/2037,268000,222440,4.84,3882,60 Days Delinquent,Commercial,MD,71,738,11398
LN-101573,Mark Brown,11/23/2022,11/23/2037,691000,421510,5.58,1426,60 Days Delinquent,Multi Family,CT,77,750,47637
LN-101574,Ashley Sanchez,12/15/2021,12/15/2047,519000,467100,3.32,2268,Current,Townhouse,PA,85,679,93937
LN-101575,Donald Robinson,01/25/2022,01/25/2044,241000,185570,5.13,4120,Paid Off,Condo,CO,83,765,96090
LN-101576,Jennifer Robinson,03/11/2023,03/11/2041,258000,165120,4.74,2663,Current,Condo,unknown,80,643,12533
LN-101577,Lisa Moore,01/14/2023,01/14/2051,347000,333120,3.91,2908,Default,Condo,MN,71,623,48184
LN-101578,Mark Taylor,02/18/2018,02/18/2047,279000,273420,5.32,2968,60 Days Delinquent,Multi Family,IL,65,671,32273
LN-101579,Mark Brown,11/13/2021,11/13/2037,823000,740700,6.36,3432,Default,Commercial,UT,62,793,52201
LN-101580,David Jones,09/16/2020,09/16/2043,752000,458720,3.95,3692,Default,Townhouse,MO,56,762,35693
LN-101563,Robert Clark,11/14/2022,11/14/2051,821000,779950,5.42,2379,30 Days Delinquent,Single Family,WI,57,656,70110
LN-101582,Kimberly Sanchez,09/05/2018,09/05/2043,755000,694600,6.73,4408,30 Days Delinquent,Commercial,fl,88,623,92989
LN-101583,Lisa Perez,09/12/2020,09/12/2040,258000,250260,7.31,3618,Paid Off,Condo,OH,86,621,73094
LN-101584,Steven Harris,08/14/2023,08/14/2050,740000,532800,6.7,2577,Default,Townhouse,TX,91,786,90369
LN-101585,Susan Brown,05/19/2022,05/19/2050,684000,506160,7.1,1728,Default,Single Family,MI,84,646,59689
LN-101586,Andrew Brown,05/08/2021,05/08/2040,633000,538050,5.87,2048,Default,Condo,AL,67,819,74191
LN-101587,Anthony Garcia,03/28/2018,03/28/2041,688000,612320,4.92,2307,Current,Townhouse,KY,74,819,99752
LN-101588,Emily Taylor,06/04/2020,06/04/2048,504000,307440,5.33,4450,Default,Single Family,VA,67,767,72025
LN-101589,Susan Johnson,02/20/2020,02/20/2048,442000,402220,6.23,3187,Paid Off,Single Family,NC,78,674,41384
LN-101590,Matthew Martinez,05/24/2019,05/24/2041,355000,323050,7.16,4024,90+ Days Delinquent,Single Family,VA,71,753,66354
LN-101591,Margaret Williams,01/22/2021,01/22/2042,511000,470120,6.67,1280,Default,Single Family,IL,87,677,90508
LN-101592,Joseph Martin,03/09/2022,03/09/2041,177000,150450,5.77,1309,60 Days Delinquent,Multi Family,WI,57,645,19241
LN-101593,Joshua Gonzalez,05/28/2022,05/28/2037,504000,317520,6.73,4378,60 Days Delinquent,Single Family,MD,66,784,62607
LN-101594,Jessica Garcia,05/11/2020,05/11/2040,244000,234240,5.11,1368,90+ Days Delinquent,Single Family,OR,55,819,79275
LN-101595,Michelle Perez,08/03/2021,08/03/2046,325000,230750,3.45,2218,Paid Off,Single Family,UT,74,742,63681
LN-101596,Patricia Anderson,01/18/2020,01/18/2036,266000,228760,4.82,3372,60 Days Delinquent,Multi Family,TX,81,801,96054
LN-101597,Jessica Anderson,09/11/2023,09/11/2051,267000,192240,3.87,3584,Default,Single Family,NC,60,818,28149
LN-101598,Patricia Smith,07/01/2022,07/01/2046,415000,361050,4.08,1636,Paid Off,Commercial,NJ,80,647,18224
LN-101599,Andrew Anderson,08/12/2019,08/12/2043,478000,439760,6.38,3783,Paid Off,Multi Family,IL,75,687,37909
LN-101600,Kimberly Davis,10/08/2021,10/08/2045,700000,525000,4.19,3479,Paid Off,Townhouse,NJ,67,689,58267
LN-101601,Thomas Clark,12/15/2022,12/15/2047,713000,648830,6.74,1491,60 Days Delinquent,Single Family,OH,72,681,15392
LN-101602,Betty Ramirez,05/23/2019,05/23/2043,781000,554510,5.89,1635,30 Days Delinquent,Single Family,OR,93,762,77654
LN-101603,David Martin,01/17/2020,01/17/2015,735000,646800,6.35,1457,Default,Condo,AL,92,719,37935
LN-101604,Anthony Lopez,10/01/2020,10/01/2015,732000,658800,7.11,2578,Current,Multi Family,IN,74,788,81494
LN-101605,William Williams,05/20/2021,05/20/2046,175000,124250,3.71,2469,30 Days Delinquent,Single Family,NC,92,816,38642
LN-100879,Richard Williams,10/14/2021,10/14/2046,476000,366520,7.41,2313,Paid Off,Condo,AL,81,778,76709
LN-101607,Linda Jones,06/24/2019,06/24/2014,780000,639600,6.71,1407,60 Days Delinquent,Townhouse,LA,76,633,65238
LN-101608,Steven Clark,02/07/2019,02/07/2042,233000,160770,6.86,4165,Default,Townhouse,MN,63,707,65018
LN-101609,John Thompson,03/28/2019,03/28/2038,276000,262200,6.83,4018,60 Days Delinquent,Multi Family,OK,56,762,93769
LN-101610,John Jones,12/15/2020,12/15/2047,753000,542160,7.3,1298,Current,Townhouse,IL,83,747,62703
LN-101611,Robert Martin,09/11/2018,09/11/2040,263000,213030,6.17,3588,Paid Off,Condo,OH,57,722,51904
LN-101612,Elizabeth Garcia,08/05/2021,08/05/2049,495000,356400,4.21,2814,30 Days Delinquent,Condo,PA,88,630,93896
LN-101613,Barbara Smith,03/22/2023,03/22/2038,206000,170980,4.79,1452,Current,Condo,TN,67,656,56233
LN-101614,Susan Sanchez,07/22/2020,07/22/2049,480000,432000,4.7,3646,Paid Off,Single Family,GA,71,647,56969
LN-101615,John Harris,12/09/2018,12/09/2039,454000,299640,4.08,4141,30 Days Delinquent,Townhouse,KY,91,655,72108
LN-101616,Patricia Sanchez,05/16/2021,05/16/2043,575000,552000,4.24,3687,Paid Off,Single Family,MA,72,772,28792
LN-101617,Joshua Thompson,02/08/2019,02/08/2038,164000,126280,5.74,1793,30 Days Delinquent,Townhouse,TX,90,816,88252
LN-101618,Anthony Miller,09/26/2023,09/26/2040,684000,540360,6.74,3991,90+ Days Delinquent,Commercial,FL,74,727,13596
LN-101619,Sarah Robinson,10/09/2020,10/09/2036,437000,279680,6.56,3044,90+ Days Delinquent,Condo,CA,75,726,71612
LN-101620,Susan Brown,07/23/2019,07/23/2037,631000,574210,5.13,2964,Default,Townhouse,CT,69,700,47496
LN-101621,Steven Harris,11/24/2023,11/24/2048,187000,130900,4.39,3820,30 Days Delinquent,Multi Family,texas,66,803,81807
LN-101622,Lisa Jones,05/22/2020,05/22/2049,597000,567150,5.5,2562,30 Days Delinquent,Single Family,MO,89,623,90163
LN-101623,Steven Taylor,09/28/2018,09/28/2040,623000,566930,4.48,3873,Default,Condo,NJ,78,813,30844
LN-101624,Margaret Moore,09/28/2023,09/28/2051,807000,581040,3.9,3069,90+ Days Delinquent,Commercial,WA,82,726,53399
LN-101625,Lisa Perez,07/12/2023,07/12/2046,177000,136290,7.69,3476,60 Days Delinquent,Commercial,SC,95,675,96683
LN-101626,Robert Wilson,03/20/2021,03/20/2047,201000,140700,7.66,3650,90+ Days Delinquent,Condo,MI,75,739,77422
LN-101627,Mary Thomas,01/27/2022,01/27/2051,598000,520260,7.53,1326,90+ Days Delinquent,Single Family,MN,56,746,20608
LN-101628,Joshua Smith,06/25/2020,06/25/2040,760000,524400,5.85,3634,Current,Commercial,LA,95,728,19496
LN-101629,Paul Sanchez,10/06/2023,10/06/2052,502000,456820,6.46,3706,90+ Days Delinquent,Multi Family,FL,72,813,61405
LN-101630,Emily Gonzalez,02/12/2022,02/12/2047,677000,446820,4.83,2175,30 Days Delinquent,Townhouse,OH,93,665,22943
LN-101631,Sarah White,04/04/2023,04/04/2052,561000,460020,7.15,1261,Paid Off,Commercial,NC,93,687,64261
LN-101632,Elizabeth Williams,06/19/2018,06/19/2013,575000,350750,6.52,1968,60 Days Delinquent,Townhouse,MI,85,792,28405
LN-101633,David Jones,09/07/2022,09/07/2044,496000,342240,6.59,3249,Paid Off,Commercial,NY,84,796,39464
LN-101634,Robert Hernandez,09/25/2022,09/25/2046,716000,472560,4.23,1238,Default,Commercial,texas,85,698,71563
LN-101635,Kimberly Thomas,03/27/2019,03/27/2034,557000,534720,7.5,2766,30 Days Delinquent,Commercial,VA,89,701,67262
LN-101636,Kimberly Taylor,12/18/2023,12/18/2045,752000,721920,5.5,3671,90+ Days Delinquent,Townhouse,XX,59,683,23160
LN-101637,James Miller,08/13/2023,08/13/2044,300000,252000,5.78,1748,Paid Off,Commercial,MA,66,670,63527
LN-101638,Nancy Jackson,09/24/2021,09/24/2040,373000,324510,6.34,2829,Current,Commercial,OH,92,631,15344
LN-101639,Matthew Smith,05/24/2019,05/24/2014,302000,196300,6.91,2580,90+ Days Delinquent,Commercial,IL,61,717,20134
LN-101640,Christopher Jackson,02/10/2019,02/10/2014,702000,624780,4.5,3968,60 Days Delinquent,Multi Family,LA,75,815,12423
LN-101641,Donald Lopez,07/12/2020,07/12/2015,364000,309400,4.09,3956,90+ Days Delinquent,Single Family,CT,66,743,29463
LN-101642,Richard Robinson,10/21/2018,10/21/2039,343000,312130,4.74,3508,90+ Days Delinquent,Commercial,AZ,63,724,61514
LN-101643,Lisa Jackson,01/13/2019,01/13/2037,567000,374220,5.77,2417,90+ Days Delinquent,Multi Family,VA,57,818,37781
LN-101644,Barbara Moore,08/10/2023,08/10/2018,439000,364370,5.5,2696,Current,Condo,CA,57,646,82767
LN-101645,James Thomas,05/08/2019,05/08/2014,559000,374530,3.95,4305,Default,Townhouse,OR,93,820,74770
