loan_id,borrower_name,origination_date,maturity_date,principal_balance,current_balance,interest_rate,monthly_payment,loan_status,property_type,property_state,ltv_ratio,credit_score,zip_code
LN-100667,Thomas Thompson,11/23/2018,11/23/2047,164000,123000,5.05,3641,60 Days Delinquent,Townhouse,TN,91,693,45397
LN-100668,David Jones,09/14/2020,09/14/2045,499000,404190,-7.31,4235,Paid Off,Condo,MI,56,679,22360
LN-100669,Anthony Clark,05/04/2020,05/04/2046,175000,134750,-7.21,4307,Default,Townhouse,CT,78,818,48132
LN-100670,,07/09/2019,07/09/2047,463000,435220,5.35,4240,30 Days Delinquent,Commercial,IN,62,782,44876
LN-100671,Daniel Perez,05/20/2022,05/20/2043,739000,576420,7.18,2043,Current,Single Family,FL,65,635,24023
LN-100672,Linda Brown,01/05/2019,01/05/2014,808000,509040,7.69,3731,60 Days Delinquent,Single Family,FL,91,764,91949
LN-100673,Sandra Smith,06/22/2020,06/22/2037,416000,403520,6.21,3541,60 Days Delinquent,Commercial,MO,66,705,68492
LN-100674,Michael Robinson,04/20/2018,04/20/2013,233000,163100,3.44,3840,30 Days Delinquent,Condo,UT,72,737,45633
LN-100273,David Miller,01/14/2022,01/14/2050,159000,154230,5.32,4230,Current,Multi Family,MO,85,699,20772
LN-100676,Daniel Jackson,05/04/2023,05/04/2044,392000,250880,4.51,2876,30 Days Delinquent,Townhouse,FL,78,693,16289
LN-100677,Linda Perez,09/24/2023,09/24/2048,378000,260820,6.02,2642,Current,Multi Family,CO,87,784,71293
LN-100678,Charles Martin,01/11/2020,01/11/2015,569000,426750,4.38,3885,Current,Condo,GA,93,730,89680
LN-100679,Emily Clark,09/20/2020,09/20/2036,379000,242560,6.42,3619,Default,Condo,unknown,55,800,61983
LN-100680,Mary Lee,02/18/2023,02/18/2043,737000,714890,3.99,3416,60 Days Delinquent,Multi Family,PA,70,768,12837
LN-100681,Linda Sanchez,06/03/2018,06/03/2040,157000,122460,3.46,4419,30 Days Delinquent,Single Family,CO,74,775,48673
LN-100682,Margaret White,04/13/2022,04/13/2052,178000,108580,5.21,4484,60 Days Delinquent,Condo,CA,86,626,77329
LN-100683,Barbara Garcia,04/28/2023,04/28/2053,716000,630080,7.38,4430,30 Days Delinquent,Condo,AZ,66,784,71662
LN-100684,Thomas Brown,05/15/2021,05/15/2041,728000,495040,7.31,4299,90+ Days Delinquent,Commercial,PA,91,760,81050
LN-100685,James Jones,01/18/2023,01/18/2052,664000,564400,5.33,4053,30 Days Delinquent,Condo,IN,61,780,94656
LN-100686,William Anderson,06/26/2021,06/26/2038,675000,634500,5.74,4039,30 Days Delinquent,Commercial,MA,95,662,45721
LN-100687,Donna Thomas,12/24/2023,12/24/2051,742000,556500,5.65,3945,Paid Off,Single Family,CT,88,659,87446
LN-100688,Sarah Thomas,11/15/2020,11/15/2039,701000,462660,5.02,1323,Paid Off,Single Family,UT,68,788,44319
LN-100689,Thomas Smith,06/06/2020,06/06/2042,186000,167400,4.55,2944,30 Days Delinquent,Condo,MN,79,674,38581
LN-100690,Mark Ramirez,08/19/2019,08/19/2047,629000,553520,3.39,3077,Default,Townhouse,IL,76,805,83363
LN-100691,,05/02/2021,05/02/2037,182000,131040,5.61,1571,30 Days Delinquent,Townhouse,KY,79,734,23008
LN-100692,Joseph Hernandez,12/27/2022,12/27/2047,683000,669340,3.87,2663,30 Days Delinquent,Multi Family,GA,93,666,29564
LN-100693,William Martinez,10/05/2020,10/05/2036,434000,364560,5.77,3580,Default,Single Family,MA,58,788,66912
LN-100694,David White,01/27/2022,01/27/2017,848000,780160,3.93,3649,90+ Days Delinquent,Townhouse,VA,86,650,70019
LN-100695,Richard Moore,07/05/2020,07/05/2047,666000,472860,4.98,1959,60 Days Delinquent,Commercial,OR,87,654,29490
LN-100696,Kimberly Garcia,08/22/2023,08/22/2040,540000,340200,7.39,4114,60 Days Delinquent,Single Family,AZ,55,740,88178
LN-100697,Ashley Moore,12/24/2023,12/24/2046,509000,478460,4.44,2446,Paid Off,Commercial,NC,79,664,59031
LN-100698,Mark Davis,07/15/2018,07/15/2045,160000,155200,4.43,3434,90+ Days Delinquent,Multi Family,UT,84,624,50107
LN-100699,Margaret Perez,02/12/2021,02/12/2038,196000,152880,3.84,4467,30 Days Delinquent,Multi Family,MD,56,721,24758
LN-100700,Andrew Martinez,10/11/2019,10/11/2014,385000,338800,6,1597,90+ Days Delinquent,Single Family,CT,68,722,66266
LN-100701,Thomas Lewis,03/16/2023,03/16/2045,712000,647920,3.73,4129,30 Days Delinquent,Townhouse,TX,95,814,25546
LN-100702,Barbara Robinson,09/01/2018,09/01/2040,396000,376200,6.96,2589,Current,Condo,newyork,62,742,61765
LN-100703,William Thompson,04/03/2021,04/03/2042,646000,471580,4.28,2513,90+ Days Delinquent,Townhouse,MN,91,729,45938
LN-100704,Jessica Anderson,12/23/2019,12/23/2014,616000,375760,5.45,1358,60 Days Delinquent,Single Family,KY,88,677,99350
LN-100705,Daniel Martin,04/07/2022,04/07/2049,282000,267900,7.73,3361,30 Days Delinquent,Condo,NY,75,678,12806
LN-100293,Steven Jackson,12/11/2018,12/11/2045,655000,451950,6.72,1439,Paid Off,Single Family,CT,91,687,60425
LN-100707,Richard Garcia,11/17/2019,11/17/2035,443000,367690,32.8,4398,90+ Days Delinquent,Condo,MD,75,753,59337
LN-100708,Mary Lewis,11/05/2021,11/05/2050,729000,699840,5.03,4071,90+ Days Delinquent,Commercial,WI,92,660,84797
LN-100709,David Martin,01/07/2020,01/07/2036,578000,554880,41.29,3090,30 Days Delinquent,Commercial,IL,93,755,24427
LN-100710,Kimberly White,03/22/2022,03/22/2047,625000,443750,4.29,2586,90+ Days Delinquent,Townhouse,TN,95,687,77614
LN-100711,William Lee,07/10/2023,07/10/2052,849000,815040,-6.67,2005,Paid Off,Townhouse,CO,85,647,43043
LN-100712,Sandra Jackson,07/03/2023,07/03/2038,679000,488880,5.97,4051,30 Days Delinquent,Commercial,TX,71,740,36675
LN-100713,Joseph Sanchez,09/08/2019,09/08/2043,586000,404340,7.4,4427,Current,Townhouse,PA,70,776,80931
LN-100714,David Williams,11/21/2018,11/21/2038,762000,502920,7.15,3815,60 Days Delinquent,Single Family,texas,86,644,34845
LN-100715,Robert Johnson,05/13/2022,05/13/2052,726000,486420,4.61,1606,Paid Off,Multi Family,MI,57,798,62242
LN-100366,James Robinson,03/04/2021,03/04/2043,670000,656600,4.71,1626,Current,Multi Family,UT,74,625,88210
LN-100717,Andrew Lee,08/05/2023,08/05/2044,501000,395790,7.17,2654,90+ Days Delinquent,Single Family,NC,76,622,86709
LN-100365,Mark Hernandez,11/24/2020,11/24/2041,468000,388440,6.79,1890,30 Days Delinquent,Multi Family,OR,95,802,35313
LN-100719,Linda Martin,06/10/2019,06/10/2034,418000,317680,-5.65,1801,Paid Off,Condo,UT,74,796,31459
LN-100198,Anthony Wilson,06/06/2022,06/06/2041,767000,659620,5.84,2624,30 Days Delinquent,Commercial,MA,73,749,20527
LN-100721,,02/12/2023,02/12/2044,277000,166200,6.98,1918,Default,Commercial,AL,95,727,37925
LN-100722,Charles Johnson,12/28/2019,12/28/2043,653000,450570,29.1,2919,90+ Days Delinquent,Multi Family,OH,95,774,66422
LN-100723,Lisa Johnson,10/18/2021,10/18/2040,201000,138690,3.47,3369,30 Days Delinquent,Single Family,CT,94,700,84074
LN-100724,Mary Smith,10/24/2020,10/24/2044,283000,172630,42.44,3804,30 Days Delinquent,Multi Family,NJ,77,780,55305
LN-100725,David Hernandez,01/03/2019,01/03/2044,361000,270750,6.86,2308,Paid Off,Multi Family,TN,59,773,71636
LN-100726,,08/14/2018,08/14/2046,503000,412460,4.14,1745,Default,Multi Family,VA,62,678,37806
LN-100727,Jessica Williams,10/07/2018,10/07/2048,178000,108580,-6.58,2567,Paid Off,Townhouse,OH,86,812,19667
LN-100207,Sarah Hernandez,02/11/2023,02/11/2046,653000,457100,6.82,1946,30 Days Delinquent,Condo,CA,74,677,78330
LN-100729,Donna Williams,08/18/2020,08/18/2049,621000,589950,5.94,2982,Current,Single Family,OR,91,634,49494
LN-100730,Mary Garcia,09/26/2021,09/26/2051,842000,597820,5.28,1649,30 Days Delinquent,Townhouse,IL,95,820,18207
LN-100731,Daniel Williams,02/20/2018,02/20/2042,473000,463540,4.21,3819,Paid Off,Townhouse,OR,72,785,23431
LN-100732,Sarah Wilson,10/21/2022,10/21/2050,680000,496400,4.54,2732,60 Days Delinquent,Commercial,CA,84,677,44986
LN-100733,Michelle Gonzalez,11/09/2022,11/09/2041,398000,346260,3.74,4366,90+ Days Delinquent,Multi Family,AL,77,663,87074
LN-100734,James Robinson,03/10/2021,03/10/2041,580000,545200,6.19,2457,30 Days Delinquent,Single Family,LA,77,801,16630
LN-100735,Daniel Rodriguez,09/03/2022,09/03/2041,246000,147600,3.59,3252,90+ Days Delinquent,Commercial,AL,63,785,81924
LN-100736,William Wilson,05/02/2022,05/02/2017,581000,366030,6.17,1795,90+ Days Delinquent,Townhouse,CA,77,772,46985
LN-100737,Sarah Miller,07/06/2018,07/06/2045,814000,586080,5.5,2603,Paid Off,Single Family,AL,83,743,76605
LN-100738,Emily Davis,02/19/2022,02/19/2043,443000,358830,38.12,4109,Current,Commercial,NC,64,680,35427
LN-100739,Mark Smith,03/22/2021,03/22/2051,576000,437760,30.98,3023,Default,Single Family,KY,60,620,67008
LN-100740,James Ramirez,03/02/2019,03/02/2037,275000,181500,6.15,2680,30 Days Delinquent,Commercial,MO,94,773,66557
LN-100741,Mary Moore,02/19/2022,02/19/2039,656000,485440,36.95,3834,60 Days Delinquent,Condo,IN,91,751,11653
LN-100742,Karen Jackson,10/23/2019,10/23/2040,219000,183960,6.52,2565,30 Days Delinquent,Single Family,FL,55,798,16702
LN-100743,Betty Anderson,02/23/2020,02/23/2048,500000,345000,6.78,2974,Paid Off,Multi Family,OR,61,791,91210
LN-100744,Michael Robinson,11/03/2021,11/03/2044,519000,472290,7.03,3224,90+ Days Delinquent,Multi Family,GA,92,802,58162
LN-100745,James Clark,12/10/2020,12/10/2037,686000,596820,6.53,2032,Default,Townhouse,texas,62,655,91532
LN-100746,Sarah Lewis,04/23/2020,04/23/2035,609000,511560,6.73,1292,Paid Off,Multi Family,TX,94,675,12107
LN-100747,Michael Jones,02/23/2023,02/23/2043,498000,338640,3.38,3243,60 Days Delinquent,Townhouse,AL,62,647,69684
LN-100748,Richard Taylor,05/13/2021,05/13/2041,712000,619440,5.14,2015,Paid Off,Multi Family,unknown,79,714,90842
LN-100749,Kimberly Ramirez,05/24/2022,05/24/2050,174000,135720,3.95,4305,Paid Off,Commercial,MN,75,747,64568
LN-100750,Sarah Rodriguez,12/13/2019,12/13/2037,546000,502320,5.99,2387,60 Days Delinquent,Commercial,MN,89,685,42128
LN-100751,Andrew Lewis,10/25/2021,10/25/2041,824000,618000,6.18,3685,Default,Townhouse,WI,59,730,25363
LN-100752,Karen White,09/05/2021,09/05/2044,568000,420320,4.18,3251,30 Days Delinquent,Single Family,VA,58,783,81263
LN-100753,John Robinson,07/20/2023,07/20/2018,297000,267300,4.68,4178,Default,Single Family,UT,89,686,47446
LN-100754,,06/21/2023,06/21/2046,332000,312080,7.22,1433,90+ Days Delinquent,Multi Family,UT,91,681,94442
LN-100755,David Gonzalez,10/12/2020,10/12/2041,213000,174660,4.24,1292,90+ Days Delinquent,Multi Family,PA,67,642,18209
LN-100756,Mary Thomas,09/20/2022,09/20/2049,504000,357840,5.84,3818,30 Days Delinquent,Multi Family,IN,64,667,18764
LN-100757,Paul Anderson,07/15/2020,07/15/2037,228000,202920,7.54,4268,Paid Off,Condo,FL,72,671,23941
LN-100758,Joseph Gonzalez,08/13/2020,08/13/2044,520000,494000,6.57,4010,Current,Single Family,SC,90,651,69707
LN-100759,,04/20/2020,04/20/2043,217000,184450,6.13,2999,Current,Single Family,MD,81,654,17112
LN-100760,,07/22/2019,07/22/2040,379000,280460,6.4,3614,90+ Days Delinquent,Single Family,MI,62,776,42761
LN-100761,Sandra Robinson,08/05/2021,08/05/2016,213000,185310,5.58,1765,Current,Multi Family,NJ,63,747,83876
LN-100762,Linda Ramirez,11/08/2018,11/08/2044,385000,315700,6.06,2101,Default,Multi Family,NY,85,641,47102
LN-100763,James Jackson,12/08/2020,12/08/2046,570000,387600,6.69,2484,30 Days Delinquent,Single Family,NJ,66,816,37842
LN-100764,James Harris,12/28/2021,12/28/2045,563000,534850,-7.33,3679,60 Days Delinquent,Townhouse,MD,65,705,40185
LN-100765,Charles Brown,01/17/2022,01/17/2050,572000,526240,3.53,2999,30 Days Delinquent,Condo,OR,62,637,17076
LN-100766,Daniel Jackson,07/20/2023,07/20/2043,742000,690060,5.14,3262,Current,Multi Family,CT,79,819,59273
LN-100767,John Anderson,08/22/2018,08/22/2043,791000,656530,-6.31,4251,Default,Commercial,IN,85,817,14358
LN-100768,Matthew White,09/21/2023,09/21/2018,545000,359700,4.14,1346,30 Days Delinquent,Single Family,IL,86,704,54369
LN-100769,David Garcia,06/11/2022,06/11/2041,255000,229500,7.7,1835,Default,Commercial,IL,55,753,88276
LN-100770,Matthew Smith,06/03/2020,06/03/2035,644000,528080,44.94,1628,Paid Off,Commercial,CO,95,726,50071
LN-100771,Ashley Thomas,07/23/2023,07/23/2045,560000,543200,7.74,2291,Paid Off,Multi Family,99,86,820,15635
LN-100772,Patricia Jones,11/21/2021,11/21/2039,610000,536800,3.41,4065,90+ Days Delinquent,Multi Family,IL,71,775,14895
LN-100773,Joseph Lee,10/24/2019,10/24/2036,395000,268600,5.42,2804,90+ Days Delinquent,Single Family,CT,84,718,58101
LN-100774,Margaret Anderson,03/25/2022,03/25/2048,265000,238500,4.61,1310,Current,Condo,MN,62,808,69409
LN-100775,Anthony Gonzalez,03/27/2018,03/27/2042,451000,401390,36.6,2848,Paid Off,Townhouse,NC,92,637,82551
LN-100776,Joshua Moore,03/28/2019,03/28/2047,457000,365600,3.33,2709,Paid Off,Commercial,TN,55,737,89111
LN-100777,Michelle Wilson,02/09/2021,02/09/2036,157000,136590,7.31,3855,90+ Days Delinquent,Multi Family,PA,62,802,33186
LN-100685,Sarah Jackson,01/22/2021,01/22/2042,327000,245250,5.02,4065,30 Days Delinquent,Multi Family,CT,82,672,95097
LN-100779,,06/03/2018,06/03/2042,639000,555930,5.04,3835,Current,Townhouse,OR,78,666,15285
LN-100780,Michael Lee,07/11/2023,07/11/2039,527000,500650,6.86,3374,Paid Off,Townhouse,99,81,794,77428
LN-100781,Susan Martin,01/26/2021,01/26/2038,733000,674360,4.78,2687,30 Days Delinquent,Commercial,GA,88,688,42139
LN-100782,,04/09/2022,04/09/2051,687000,597690,6.22,2797,Default,Single Family,TX,70,702,95620
LN-100783,Elizabeth Thomas,02/09/2018,02/09/2045,444000,435120,5.66,1881,Paid Off,Condo,PA,64,805,99553
LN-100784,John Martin,08/03/2020,08/03/2037,567000,498960,40.85,4158,Default,Condo,TX,64,680,59038
LN-100785,Andrew Smith,09/20/2019,09/20/2037,734000,645920,-6.03,1636,Paid Off,Multi Family,IL,88,727,12537
LN-100786,Betty Perez,01/04/2021,01/04/2048,677000,453590,6.34,1228,60 Days Delinquent,Commercial,UT,92,746,27171
LN-100787,Sandra Robinson,07/13/2023,07/13/2050,342000,287280,3.41,1778,60 Days Delinquent,Townhouse,MA,67,815,73408
LN-100788,Christopher Anderson,09/13/2023,09/13/2049,654000,405480,4.25,4277,90+ Days Delinquent,Townhouse,AL,94,801,27952
LN-100789,William Smith,08/07/2023,08/07/2052,612000,434520,5.33,3910,Paid Off,Townhouse,UT,61,794,91852
LN-100790,Barbara Anderson,05/15/2023,05/15/2045,160000,137600,6.85,1437,Default,Single Family,CA,78,642,94508
LN-100791,Barbara Martin,08/26/2018,08/26/2035,646000,600780,5.54,1811,60 Days Delinquent,Condo,NY,83,661,74341
LN-100792,David Sanchez,10/18/2020,10/18/2040,632000,455040,3.28,3415,Paid Off,Multi Family,PA,70,647,58851
LN-100793,,12/28/2021,12/28/2050,328000,262400,7.68,3791,Paid Off,Townhouse,WI,61,795,28061
LN-100794,,03/10/2022,03/10/2038,562000,533900,5.89,2979,60 Days Delinquent,Commercial,FL,81,793,57064
LN-100795,Ashley Ramirez,01/17/2021,01/17/2048,720000,532800,5.42,3759,Current,Single Family,ZZ,86,665,18350
LN-100796,Thomas Clark,04/17/2021,04/17/2048,268000,201000,5.81,2837,Default,Multi Family,fl,59,674,34777
LN-100797,John Wilson,11/03/2022,11/03/2041,710000,447300,4.41,1558,30 Days Delinquent,Multi Family,MD,64,624,13987
LN-100798,Joshua Hernandez,05/01/2022,05/01/2052,197000,143810,3.98,2908,60 Days Delinquent,Commercial,CT,77,820,30291
LN-100022,Andrew Thomas,12/21/2018,12/21/2035,212000,197160,5.53,2534,60 Days Delinquent,Townhouse,SC,61,635,13851
LN-100800,Donna Taylor,05/18/2023,05/18/2041,612000,465120,5.11,3869,Default,Single Family,NY,83,800,51401
LN-100801,Matthew Taylor,07/25/2022,07/25/2046,350000,304500,3.62,3001,Paid Off,Multi Family,UT,71,756,83655
LN-100802,Robert Davis,10/24/2018,10/24/2046,814000,504680,7.19,1478,Paid Off,Townhouse,IL,92,660,36544
LN-100803,Ashley Williams,11/20/2022,11/20/2051,753000,647580,6.35,2562,Current,Single Family,WA,70,801,54858
LN-100804,Mark Martin,02/23/2021,02/23/2050,457000,287910,6.96,1401,60 Days Delinquent,Multi Family,AZ,75,757,13565
LN-100805,,05/04/2021,05/04/2039,665000,452200,4.73,3308,Paid Off,Single Family,UT,83,800,86220
LN-100806,Charles Williams,09/25/2022,09/25/2038,646000,600780,4.03,1477,Current,Condo,CT,69,791,79702
LN-100807,Charles Thomas,06/13/2022,06/13/2043,171000,159030,3.63,4158,Default,Commercial,MD,67,659,38401
LN-100808,Thomas Davis,03/14/2018,03/14/2013,455000,418600,4.73,2238,Default,Commercial,SC,75,798,30433
LN-100809,Lisa Johnson,04/27/2023,04/27/2052,488000,468480,44.61,1923,Paid Off,Townhouse,CT,90,681,48872
LN-100150,Michael Jones,08/01/2021,08/01/2037,259000,246050,4.93,3017,60 Days Delinquent,Commercial,SC,62,812,39479
LN-100811,David Brown,06/10/2020,06/10/2039,261000,253170,4.13,4342,90+ Days Delinquent,Condo,KY,74,707,48262
LN-100812,Mary Taylor,03/09/2020,03/09/2045,630000,541800,7.25,4488,Current,Single Family,OK,80,736,75481
LN-100813,Sandra Gonzalez,12/27/2018,12/27/2039,677000,528060,4.34,1801,60 Days Delinquent,Multi Family,TX,68,764,42359
LN-100814,Elizabeth Miller,11/07/2023,11/07/2045,527000,500650,5.89,1636,60 Days Delinquent,Multi Family,TN,62,791,12287
LN-100815,Paul Brown,08/24/2023,08/24/2038,599000,569050,6.72,2540,90+ Days Delinquent,Single Family,texas,82,702,69003
LN-100816,Sandra Harris,03/05/2019,03/05/2048,244000,156160,7.42,3673,Paid Off,Condo,WA,60,647,74982
LN-100817,,11/26/2021,11/26/2050,849000,594300,3.64,1331,Paid Off,Commercial,VA,84,814,74700
LN-100818,Joseph Jones,11/06/2021,11/06/2043,661000,641170,3.41,2855,Default,Townhouse,MN,59,797,32148
LN-100819,Sarah Rodriguez,02/04/2021,02/04/2037,456000,401280,3.81,4025,Default,Single Family,CT,68,814,71980
LN-100065,Donna Martinez,05/07/2019,05/07/2049,397000,369210,4.04,3776,90+ Days Delinquent,Townhouse,OK,55,815,28870
LN-100821,Steven Perez,05/14/2020,05/14/2044,342000,287280,4.94,2467,60 Days Delinquent,Multi Family,OR,74,760,90929
LN-100822,Elizabeth Rodriguez,09/22/2020,09/22/2044,745000,454450,3.68,1842,Default,Condo,MD,89,801,18734
LN-100823,Mary Thomas,11/28/2022,11/28/2047,333000,266400,3.59,3218,Default,Multi Family,TX,75,791,84423
LN-100824,Emily Davis,07/20/2023,07/20/2048,433000,372380,7.15,2509,30 Days Delinquent,Townhouse,WA,62,647,16932
LN-100825,Margaret Lopez,12/25/2023,12/25/2048,234000,184860,4.52,1390,30 Days Delinquent,Single Family,NY,57,805,67173
LN-100826,,06/21/2019,06/21/2036,224000,185920,6.68,4082,60 Days Delinquent,Multi Family,LA,80,720,10543
LN-100827,Susan Wilson,04/22/2022,04/22/2046,384000,249600,3.3,3582,60 Days Delinquent,Commercial,MI,95,714,18755
LN-100828,Joseph White,02/03/2018,02/03/2043,303000,293910,3.43,4025,Paid Off,Commercial,MD,55,661,67196
LN-100829,,07/16/2022,07/16/2049,437000,410780,5.37,1402,Default,Condo,MN,78,818,91489
LN-100830,Linda Thomas,07/23/2018,07/23/2041,226000,137860,7.68,2363,60 Days Delinquent,Single Family,TN,84,811,72474
LN-100831,Robert Johnson,08/24/2022,08/24/2050,618000,414060,3.92,3917,90+ Days Delinquent,Condo,CT,63,682,93774
LN-100832,Robert Brown,12/05/2018,12/05/2038,709000,453760,5.46,1842,Paid Off,Multi Family,MD,79,796,18573
LN-100029,Betty Rodriguez,04/01/2019,04/01/2038,196000,117600,7.25,1905,Paid Off,Townhouse,LA,85,770,23062
LN-100834,Robert White,12/04/2020,12/04/2049,784000,635040,6.03,3623,60 Days Delinquent,Multi Family,LA,66,761,95038
LN-100835,Thomas Smith,04/17/2018,04/17/2045,816000,726240,6.75,3239,30 Days Delinquent,Townhouse,NJ,61,720,84065
LN-100836,,09/10/2022,09/10/2046,749000,584220,3.75,3355,Default,Townhouse,NJ,72,716,20429
LN-100837,John Jackson,04/20/2022,04/20/2039,418000,271700,4.6,3316,Current,Condo,california,65,794,62430
LN-100838,Linda Martin,10/03/2019,10/03/2048,193000,119660,4.01,4166,60 Days Delinquent,Townhouse,VA,66,804,27202
LN-100839,Donna Lopez,11/08/2021,11/08/2044,529000,402040,4.03,3029,Default,Single Family,OR,91,735,67718
LN-100840,James Jackson,02/04/2022,02/04/2043,676000,473200,5.27,2663,60 Days Delinquent,Commercial,WA,64,652,90281
LN-100841,Linda Johnson,03/25/2019,03/25/2045,190000,123500,4.81,3694,Paid Off,Condo,CO,61,779,37558
LN-100842,Sandra Jackson,11/25/2018,11/25/2033,237000,158790,7.19,1256,90+ Days Delinquent,Townhouse,TX,67,761,78106
LN-100843,James Wilson,04/26/2022,04/26/2044,365000,281050,4.96,1877,90+ Days Delinquent,Townhouse,california,56,689,77505
LN-100844,James Thompson,02/20/2023,02/20/2048,738000,619920,3.94,3388,Default,Townhouse,IL,61,703,45422
LN-100845,Karen Martin,11/01/2022,11/01/2049,673000,471100,3.34,2735,90+ Days Delinquent,Multi Family,AZ,65,752,91392
LN-100846,,09/08/2020,09/08/2037,497000,342930,3.6,4452,60 Days Delinquent,Townhouse,OK,90,727,72932
LN-100847,Richard Ramirez,03/04/2023,03/04/2042,755000,520950,4.54,2750,90+ Days Delinquent,Townhouse,PA,95,702,74346
LN-100848,Lisa Thomas,12/13/2022,12/13/2043,517000,387750,7.25,2552,30 Days Delinquent,Townhouse,OK,74,802,10432
LN-100849,Donna Sanchez,04/19/2022,04/19/2040,690000,662400,4.24,3232,Default,Condo,TX,92,709,21811
LN-100850,Sarah Robinson,08/13/2018,08/13/2040,597000,561180,4.17,4090,60 Days Delinquent,Commercial,newyork,60,738,86952
LN-100851,John Wilson,09/13/2022,09/13/2052,289000,193630,4.93,3668,Default,Multi Family,OR,81,644,52925
LN-100852,,09/10/2023,09/10/2045,549000,499590,4.26,3267,30 Days Delinquent,Condo,NC,84,645,76683
LN-100853,,01/21/2019,01/21/2042,706000,444780,5.18,3125,30 Days Delinquent,Multi Family,CT,95,628,83797
LN-100854,Charles Moore,08/05/2023,08/05/2046,262000,212220,7.47,2432,Default,Single Family,TN,82,736,56247
LN-100855,Robert Miller,08/20/2023,08/20/2039,777000,738150,5.5,1481,90+ Days Delinquent,Multi Family,UT,81,669,97872
LN-100856,Patricia Martinez,09/20/2023,09/20/2039,799000,479400,7.65,2776,30 Days Delinquent,Single Family,AL,71,800,51692
LN-100857,,01/15/2018,01/15/2046,249000,236550,4.39,2887,30 Days Delinquent,Condo,MO,90,730,37319
LN-100644,Sandra Martin,03/24/2020,03/24/2043,287000,243950,6.84,1443,90+ Days Delinquent,Commercial,MI,57,754,15282
LN-100859,Lisa Martin,05/28/2018,05/28/2013,793000,777140,6.88,4145,30 Days Delinquent,Multi Family,CO,73,820,87196
LN-100297,Betty Robinson,08/09/2018,08/09/2039,833000,633080,5.16,2226,Default,Commercial,PA,69,772,26408
LN-100861,Jennifer Sanchez,07/02/2023,07/02/2039,393000,357630,5.63,3760,30 Days Delinquent,Multi Family,OK,57,779,89490
LN-100123,Mark Miller,10/09/2018,10/09/2039,164000,118080,6.06,3501,30 Days Delinquent,Single Family,SC,81,777,78174
LN-100863,William Smith,12/11/2019,12/11/2042,354000,215940,3.27,2556,60 Days Delinquent,Single Family,OH,94,670,53769
LN-100864,Sarah Wilson,01/16/2018,01/16/2043,223000,182860,7.01,3377,Paid Off,Commercial,WI,91,658,64926
LN-100865,John Anderson,10/01/2019,10/01/2034,643000,462960,4.11,2229,90+ Days Delinquent,Commercial,KY,81,627,95425
LN-100866,Donna Sanchez,09/22/2022,09/22/2052,281000,193890,6.05,3502,Current,Single Family,MA,79,765,84901
LN-100867,Betty Jones,07/21/2018,07/21/2042,737000,567490,3.66,2390,30 Days Delinquent,Commercial,NY,83,682,62582
LN-100868,Mark Brown,06/10/2022,06/10/2017,379000,231190,5.1,4192,Paid Off,Commercial,CT,82,654,38100
LN-100024,Joseph Ramirez,05/20/2021,05/20/2051,619000,439490,7.37,2342,30 Days Delinquent,Condo,CA,61,677,44513
LN-100870,Mark Davis,02/10/2021,02/10/2044,678000,535620,4.06,1799,Current,Condo,OR,93,801,51171
LN-100871,Daniel Taylor,07/11/2019,07/11/2034,690000,517500,5.67,2490,30 Days Delinquent,Condo,FL,94,775,23762
LN-100872,Donald Miller,09/05/2019,09/05/2035,286000,245960,4.12,3797,Default,Single Family,FL,87,769,76761
LN-100873,Michael Martin,10/27/2019,10/27/2049,730000,613200,3.46,3035,Current,Single Family,IN,77,766,15351
LN-100874,Steven Moore,05/13/2018,05/13/2038,244000,165920,5.79,4198,30 Days Delinquent,Townhouse,california,67,673,75149
LN-100875,Margaret Hernandez,04/02/2020,04/02/2040,654000,601680,6.38,2661,Default,Multi Family,NC,94,816,58788
LN-100876,Anthony Harris,03/12/2020,03/12/2050,159000,133560,5.11,1633,Paid Off,Single Family,OH,67,799,12249
LN-100877,James Lopez,04/08/2018,04/08/2035,487000,365250,6.64,3823,Current,Condo,OH,81,708,77317
LN-100878,Michelle Miller,06/16/2023,06/16/2018,588000,358680,6.99,4500,60 Days Delinquent,Commercial,NY,76,799,20082
LN-100879,Michael Thomas,02/15/2018,02/15/2048,349000,289670,4.98,3016,90+ Days Delinquent,Multi Family,TX,61,773,17959
LN-100880,Mark Wilson,06/28/2018,06/28/2036,718000,466700,4.42,2386,Default,Commercial,MD,85,717,47649
LN-100881,Anthony Sanchez,03/18/2021,03/18/2049,319000,299860,5.32,3135,Default,Commercial,MD,73,760,28720
LN-100882,Jessica Miller,03/18/2020,03/18/2039,733000,513100,7.05,1379,60 Days Delinquent,Commercial,TX,66,808,69078
LN-100883,,04/20/2020,04/20/2037,471000,442740,6.88,3649,90+ Days Delinquent,Townhouse,CA,94,794,71298
LN-100884,,02/13/2020,02/13/2048,830000,556100,4.29,1665,90+ Days Delinquent,Multi Family,WA,74,736,19313
LN-100885,William Moore,06/25/2021,06/25/2050,684000,458280,6.81,1855,90+ Days Delinquent,Condo,WA,81,728,20404
LN-100886,Barbara Lee,07/13/2023,07/13/2051,221000,152490,7.01,2257,90+ Days Delinquent,Commercial,AL,85,645,60961
LN-100631,John Lopez,01/27/2023,01/27/2044,738000,590400,4.46,1440,Default,Multi Family,NY,88,675,12455
