loan_id,borrower_name,origination_date,maturity_date,principal_balance,current_balance,interest_rate,monthly_payment,loan_status,property_type,property_state,ltv_ratio,credit_score,zip_code
LN-100584,Karen Hernandez,12/23/2022,12/23/2043,830000,589300,7.69,4029,60 Days Delinquent,Multi Family,VA,88,632,47911
LN-100585,Andrew Harris,10/12/2022,10/12/2045,174000,111360,4.22,2410,60 Days Delinquent,Townhouse,SC,88,784,86987
LN-100586,Elizabeth Brown,08/13/2019,08/13/2048,293000,219750,6.91,2008,60 Days Delinquent,Condo,TN,73,795,92451
LN-100587,Margaret Jones,12/25/2019,12/25/2047,448000,295680,46.53,1521,30 Days Delinquent,Single Family,MA,84,623,18854
LN-100588,,01/18/2019,01/18/2035,224000,199360,7.04,1951,30 Days Delinquent,Multi Family,CA,67,689,44291
LN-100589,Charles Martinez,04/28/2019,04/28/2040,204000,150960,42.99,1768,Default,Condo,NY,86,646,21086
LN-100590,John Taylor,01/08/2019,01/08/2038,313000,303610,7.3,2968,Default,Townhouse,MD,57,703,61604
LN-100591,Karen Johnson,03/11/2021,03/11/2047,278000,208500,3.95,2831,30 Days Delinquent,Commercial,TN,62,708,61429
LN-100592,Paul Hernandez,06/07/2020,06/07/2038,729000,444690,46.36,3415,30 Days Delinquent,Townhouse,MN,76,692,43508
LN-100593,,08/07/2021,08/07/2040,757000,507190,3.35,1677,90+ Days Delinquent,Townhouse,GA,95,765,15446
LN-100594,Betty Hernandez,11/22/2023,11/22/2043,657000,427050,6.75,2338,30 Days Delinquent,Single Family,PA,68,713,36302
LN-100595,Patricia Gonzalez,05/27/2020,05/27/2015,725000,688750,5.41,3476,60 Days Delinquent,Multi Family,WA,55,656,22175
,Margaret Gonzalez,11/26/2022,11/26/2051,775000,550250,3.56,2906,Current,Single Family,AZ,76,679,92547
LN-100597,Lisa Gonzalez,02/26/2018,02/26/2038,-508000,335280,6.37,4105,Current,Multi Family,SC,81,740,62474
LN-100598,Michelle Wilson,12/11/2023,12/11/2042,543000,510420,40.17,1705,Paid Off,Condo,OR,64,665,34011
LN-100599,Christopher Davis,03/05/2019,03/05/2035,766000,612800,7.27,3605,Current,Condo,WI,89,695,52476
LN-100600,,03/15/2021,03/15/2039,510000,474300,4.63,1311,60 Days Delinquent,Townhouse,TX,64,713,81895
LN-100601,Emily Perez,11/10/2021,11/10/2039,504000,483840,32.21,3822,Current,Multi Family,OH,58,724,32238
LN-100602,Joseph Robinson,07/10/2023,07/10/2039,399000,355110,6.34,2816,Paid Off,Multi Family,OR,60,736,63446
LN-100603,Steven Gonzalez,09/25/2022,09/25/2048,716000,579960,-6.91,1896,Paid Off,Townhouse,CO,93,720,25112
LN-100604,John Gonzalez,06/25/2022,06/25/2049,589000,376960,7.04,4444,Paid Off,Commercial,PA,83,671,40399
LN-100605,Donna Robinson,10/26/2019,10/26/2039,628000,508680,7.09,2137,Paid Off,Multi Family,VA,75,809,41786
,Jessica Johnson,04/13/2018,04/13/2047,238000,228480,4.93,2700,Paid Off,Commercial,OK,65,696,41730
LN-100607,Steven Perez,05/17/2018,05/17/2036,373000,346890,7.53,1239,60 Days Delinquent,Single Family,AL,68,640,72865
,Steven Williams,10/02/2022,10/02/2050,778000,575720,4.23,4368,Default,Multi Family,OR,88,688,67755
,Paul Rodriguez,12/21/2020,12/21/2047,763000,640920,3.61,3167,90+ Days Delinquent,Multi Family,MO,81,683,70243
,Linda Rodriguez,05/26/2019,05/26/2045,452000,275720,5.53,4372,Current,Commercial,KY,83,766,15747
LN-100611,Robert Thomas,05/03/2020,05/03/2042,472000,396480,6.81,3511,Current,Multi Family,MI,93,632,23713
LN-100612,Karen Wilson,05/08/2020,05/08/2046,620000,452600,5.04,1529,Paid Off,Commercial,MD,62,652,49145
LN-100613,Barbara Lopez,02/04/2018,02/04/2045,640000,569600,4.15,3758,30 Days Delinquent,Condo,TX,75,670,40872
LN-100614,Thomas Lewis,04/13/2022,04/13/2050,719000,632720,-5.99,3717,60 Days Delinquent,Commercial,WI,55,660,91297
LN-100615,John Gonzalez,06/19/2019,06/19/2040,765000,589050,38.69,3354,Current,Multi Family,OR,92,780,64007
LN-100616,Christopher Smith,12/07/2020,12/07/2038,555000,543900,-5.75,2903,Default,Commercial,CA,69,713,54593
LN-100617,Daniel Ramirez,07/06/2018,07/06/2046,654000,529740,6.06,3536,90+ Days Delinquent,Multi Family,NC,88,710,88057
LN-100618,Nancy Wilson,10/01/2019,10/01/2047,324000,304560,4.95,3517,Default,Condo,UT,58,705,25923
LN-100619,Nancy Clark,09/04/2022,09/04/2039,625000,531250,4.8,3516,Current,Multi Family,PA,86,782,46719
LN-100620,Nancy Gonzalez,02/02/2021,02/02/2043,607000,479530,3.6,2286,Current,Multi Family,OH,78,792,66485
LN-100621,Lisa Thomas,05/14/2023,05/14/2050,835000,701400,5.53,2414,60 Days Delinquent,Condo,WA,74,697,59056
LN-100622,Susan Taylor,03/20/2022,03/20/2049,272000,209440,5.16,4431,90+ Days Delinquent,Condo,OR,92,704,60782
LN-100623,Sarah Garcia,04/08/2019,04/08/2046,-756000,612360,4.4,4318,Default,Multi Family,IN,80,801,21150
LN-100624,Michael Lewis,04/15/2022,04/15/2040,464000,403680,45.41,2992,60 Days Delinquent,Single Family,IL,63,743,99898
LN-100625,Daniel Taylor,02/08/2023,02/08/2050,-296000,198320,5.65,2365,90+ Days Delinquent,Commercial,CA,91,663,99230
LN-100626,James Thomas,01/21/2018,01/21/2041,-283000,195270,4.32,3355,Default,Townhouse,CT,79,640,94306
LN-100627,Christopher Thompson,04/06/2021,04/06/2039,519000,420390,29.02,3088,Default,Commercial,LA,61,801,93508
LN-100628,Sarah Lopez,07/12/2020,07/12/2039,205000,159900,7.4,4359,30 Days Delinquent,Single Family,texas,91,683,56161
LN-100629,,11/24/2020,11/24/2050,722000,642580,5.83,3253,Default,Commercial,WA,80,716,31321
LN-100630,Sarah Taylor,12/04/2018,12/04/2041,738000,597780,5.77,3843,30 Days Delinquent,Commercial,MI,62,818,57179
LN-100631,Nancy Garcia,02/02/2020,02/02/2043,269000,228650,4.84,3751,30 Days Delinquent,Condo,AZ,59,817,46333
LN-100632,Robert Davis,11/23/2021,11/23/2043,-694000,478860,3.81,2584,90+ Days Delinquent,Condo,NY,79,758,20534
,Elizabeth Wilson,04/01/2020,04/01/2037,746000,656480,6.02,2774,60 Days Delinquent,Multi Family,IL,76,795,63575
LN-100634,Steven Thomas,09/10/2020,09/10/2039,590000,436600,6.67,3571,90+ Days Delinquent,Multi Family,OK,66,806,42009
LN-100635,Susan Moore,01/21/2022,01/21/2042,390000,269100,5.54,3265,30 Days Delinquent,Condo,MA,66,687,74054
LN-100636,Kimberly Smith,06/06/2022,06/06/2038,397000,273930,7.53,2430,Paid Off,Condo,IN,80,785,20957
LN-100070,Andrew Perez,11/04/2020,11/04/2049,616000,523600,6.4,2173,60 Days Delinquent,Single Family,MO,81,744,64657
,Ashley Smith,01/27/2022,01/27/2048,696000,535920,3.92,1234,60 Days Delinquent,Condo,KY,93,756,41130
LN-100639,Linda Martinez,10/13/2019,10/13/2040,650000,617500,5.47,1725,Current,Commercial,SC,65,729,30269
LN-100640,Anthony Sanchez,07/07/2020,07/07/2015,160000,124800,6.53,3696,90+ Days Delinquent,Multi Family,WI,82,750,46716
LN-100641,Andrew Jones,07/15/2023,07/15/2047,443000,411990,6.38,2260,90+ Days Delinquent,Townhouse,NY,90,797,84778
LN-100642,Thomas Johnson,10/18/2022,10/18/2048,804000,675360,5.79,2171,Paid Off,Townhouse,UT,84,720,37289
LN-100643,Christopher Ramirez,03/21/2021,03/21/2040,275000,214500,7.27,2032,Default,Commercial,UT,60,779,58100
LN-100644,Jennifer Brown,05/16/2020,05/16/2035,-649000,460790,6.51,2638,60 Days Delinquent,Townhouse,AZ,72,693,58102
LN-100645,Donna Taylor,02/24/2023,02/24/2039,522000,485460,4.44,4363,Default,Condo,OH,93,664,64250
LN-100646,Kimberly Moore,03/02/2018,03/02/2036,236000,172280,6.09,1499,Current,Multi Family,WI,71,815,84679
LN-100647,Christopher Harris,10/17/2023,10/17/2038,336000,305760,6.26,2682,Paid Off,Single Family,OR,93,689,24293
LN-100648,Betty Jones,04/26/2020,04/26/2040,790000,584600,39.32,4128,90+ Days Delinquent,Condo,AL,76,682,60765
LN-100649,,09/22/2021,09/22/2041,529000,354430,4.84,4164,Current,Condo,OH,64,633,93936
LN-100650,Patricia White,02/16/2018,02/16/2040,405000,324000,7.64,2601,Current,Multi Family,CO,85,778,42828
,Sandra Martinez,09/21/2019,09/21/2035,636000,591480,3.27,4196,Default,Townhouse,CO,94,702,94206
LN-100652,Linda Lopez,12/25/2020,12/25/2035,305000,198250,28.51,4094,30 Days Delinquent,Townhouse,MA,63,799,25965
LN-100653,William Lee,12/07/2020,12/07/2039,771000,478020,33.64,3551,Default,Single Family,CA,66,728,36406
,Betty Lewis,07/23/2019,07/23/2043,668000,400800,5.13,2958,Default,Commercial,WA,90,787,22960
LN-100655,Margaret Hernandez,06/16/2022,06/16/2017,383000,287250,6.91,1205,Default,Townhouse,MI,71,770,82805
LN-100656,Patricia Perez,08/21/2018,08/21/2045,405000,364500,4.33,3682,Default,Commercial,OR,93,624,89307
LN-100657,Emily Johnson,03/01/2023,03/01/2048,752000,594080,36.25,2447,Current,Condo,FL,73,655,28096
LN-100658,Nancy Johnson,01/14/2020,01/14/2038,-389000,377330,7.43,3331,Current,Multi Family,MN,60,811,19432
LN-100659,Michelle Anderson,04/15/2021,04/15/2046,160000,112000,6.24,4360,Default,Commercial,AL,68,796,15584
LN-100660,Barbara Jones,09/11/2018,09/11/2034,831000,806070,3.8,2299,90+ Days Delinquent,Townhouse,NC,68,686,78468
LN-100661,Thomas Taylor,06/13/2020,06/13/2046,575000,373750,3.97,2028,60 Days Delinquent,Single Family,CA,92,730,44534
LN-100662,Mary Gonzalez,11/24/2019,11/24/2049,270000,248400,42.57,3371,90+ Days Delinquent,Townhouse,WA,85,705,39987
,Paul Taylor,03/20/2020,03/20/2036,206000,140080,4.97,4265,90+ Days Delinquent,Single Family,CA,94,631,87765
LN-100664,,04/23/2023,04/23/2048,192000,119040,6.49,3062,90+ Days Delinquent,Condo,AZ,81,715,52740
LN-100665,Mary Clark,07/09/2022,07/09/2043,824000,618000,32.15,1732,Current,Commercial,WI,77,756,78461
LN-100666,Thomas White,08/01/2023,08/01/2053,169000,163930,40.45,3031,90+ Days Delinquent,Single Family,AZ,95,754,78580
LN-100667,John Robinson,02/17/2020,02/17/2049,257000,233870,5.04,1708,60 Days Delinquent,Multi Family,PA,70,732,88092
LN-100668,Sandra Garcia,12/14/2020,12/14/2043,455000,386750,5.81,4220,90+ Days Delinquent,Condo,CA,75,626,86286
LN-100669,Michael Taylor,08/02/2022,08/02/2044,250000,175000,7.74,3873,Default,Townhouse,MD,62,681,84143
LN-100670,,10/15/2019,10/15/2037,844000,742720,6.19,1791,60 Days Delinquent,Commercial,KY,73,623,88686
LN-100671,Patricia Robinson,01/15/2019,01/15/2014,665000,425600,4.46,3000,Default,Single Family,CT,88,732,74718
,Jessica Sanchez,02/27/2020,02/27/2038,255000,183600,3.31,1829,Current,Condo,TN,90,623,70102
LN-100673,Jennifer Lopez,06/13/2022,06/13/2045,376000,334640,4.19,3244,Default,Single Family,MD,69,803,72366
LN-100595,Donald Ramirez,01/16/2023,01/16/2048,185000,135050,4.29,1940,90+ Days Delinquent,Condo,LA,91,620,23603
LN-100675,Susan Jones,07/23/2019,07/23/2037,528000,390720,5.61,2817,Current,Single Family,NY,57,655,22520
LN-100676,,10/05/2023,10/05/2053,526000,420800,4.06,4097,90+ Days Delinquent,Commercial,OR,90,690,79771
LN-100677,,04/15/2022,04/15/2046,642000,597060,6.11,4087,60 Days Delinquent,Single Family,GA,56,677,83777
LN-100678,Donald Ramirez,06/20/2022,06/20/2040,158000,148520,7.19,1868,Default,Single Family,KY,61,744,19277
LN-100679,Betty Thompson,01/20/2018,01/20/2041,623000,467250,3.29,3566,90+ Days Delinquent,Multi Family,FL,87,668,70020
LN-100680,Susan Jackson,07/12/2021,07/12/2048,571000,525320,3.45,2142,30 Days Delinquent,Commercial,IN,69,635,95752
LN-100681,Jennifer Perez,01/06/2022,01/06/2050,321000,234330,7.07,3512,60 Days Delinquent,Condo,MI,68,646,92969
LN-100682,Linda Ramirez,07/07/2019,07/07/2045,553000,541940,5.77,3204,Default,Townhouse,FL,82,782,81570
LN-100683,,02/17/2021,02/17/2051,752000,511360,4.32,2458,Current,Townhouse,OH,66,801,92241
LN-100684,Sandra Jones,06/25/2019,06/25/2046,-557000,384330,4.64,4107,Paid Off,Single Family,VA,92,812,80198
LN-100685,Patricia Perez,08/25/2022,08/25/2049,639000,402570,5.29,3167,Default,Single Family,texas,71,662,84246
LN-100686,Christopher Thompson,03/09/2019,03/09/2040,501000,455910,5.55,4214,Paid Off,Condo,LA,65,686,67098
LN-100687,Betty Harris,07/13/2019,07/13/2014,248000,200880,5.1,3297,Default,Commercial,IN,76,814,75675
LN-100688,Michelle Smith,01/02/2023,01/02/2039,-361000,231040,4.59,2199,Default,Condo,OR,71,813,67399
LN-100689,,10/22/2018,10/22/2035,560000,448000,6.58,3148,Paid Off,Commercial,KY,64,621,39318
LN-100690,Karen Jackson,06/25/2021,06/25/2038,577000,415440,4.78,1624,Paid Off,Single Family,MA,94,809,69384
LN-100691,Sarah Ramirez,12/28/2018,12/28/2033,155000,127100,3.27,1479,60 Days Delinquent,Single Family,CO,73,819,59380
LN-100692,Ashley Jackson,02/12/2019,02/12/2014,820000,746200,4.42,3152,Paid Off,Commercial,MN,77,813,38791
LN-100693,Richard Brown,10/13/2018,10/13/2048,548000,465800,7.46,3289,90+ Days Delinquent,Commercial,CO,83,681,55674
LN-100694,Betty Martinez,07/08/2020,07/08/2035,584000,426320,4.76,3917,30 Days Delinquent,Multi Family,MA,73,684,44130
LN-100695,Matthew Thompson,12/10/2020,12/10/2040,586000,539120,7.35,2524,Current,Townhouse,FL,73,715,99936
LN-100621,Jessica Rodriguez,05/06/2019,05/06/2037,429000,343200,7.27,3013,30 Days Delinquent,Townhouse,MI,95,813,80671
LN-100697,Jennifer Jones,03/24/2022,03/24/2044,455000,359450,6.58,1244,60 Days Delinquent,Single Family,MI,55,712,82530
LN-100572,Charles Lewis,06/11/2022,06/11/2050,375000,322500,4.42,2178,Default,Condo,IL,70,697,14101
LN-100699,William Jackson,10/26/2022,10/26/2047,382000,240660,5.49,2870,60 Days Delinquent,Townhouse,IN,94,733,70907
LN-100700,Linda White,11/07/2022,11/07/2050,846000,803700,4.97,4069,Current,Condo,CT,85,755,73428
LN-100701,Joseph Lee,04/18/2023,04/18/2051,306000,238680,4.82,1459,30 Days Delinquent,Single Family,MD,80,812,84669
LN-100702,Sarah Thompson,04/07/2022,04/07/2037,395000,268600,4.54,2405,90+ Days Delinquent,Single Family,LA,78,767,80452
LN-100703,Daniel Williams,03/27/2022,03/27/2017,172000,137600,4.31,4107,30 Days Delinquent,Single Family,AL,63,714,52530
LN-100704,Charles Lewis,05/16/2020,05/16/2047,424000,326480,4.71,2913,Default,Townhouse,texas,71,691,80408
LN-100705,Susan Jackson,10/19/2018,10/19/2041,256000,217600,3.75,2121,Current,Condo,CO,81,700,58687
LN-100706,Michael Martin,06/17/2019,06/17/2041,236000,160480,4.08,2793,90+ Days Delinquent,Townhouse,AL,90,679,73973
LN-100707,Daniel Johnson,09/27/2019,09/27/2045,-265000,180200,4.19,2157,90+ Days Delinquent,Multi Family,GA,79,702,17617
LN-100708,Sandra Sanchez,10/03/2018,10/03/2013,624000,517920,6.5,2257,Current,Multi Family,AZ,92,624,10783
LN-100709,Paul Clark,07/10/2023,07/10/2051,345000,262200,5.86,3671,30 Days Delinquent,Multi Family,SC,81,694,45423
LN-100710,Jessica Lewis,09/22/2021,09/22/2036,639000,530370,4.18,3694,60 Days Delinquent,Multi Family,CA,61,696,11214
LN-100711,,01/22/2021,01/22/2050,226000,135600,3.33,2546,Default,Multi Family,IN,73,631,37162
LN-100712,Steven Gonzalez,01/28/2021,01/28/2051,621000,428490,3.4,3574,60 Days Delinquent,Single Family,texas,71,751,79633
LN-100713,,03/02/2019,03/02/2039,393000,357630,6.14,2311,30 Days Delinquent,Condo,MD,88,699,11703
LN-100714,James Johnson,01/01/2020,01/01/2046,414000,302220,5.09,1350,Paid Off,Multi Family,XX,74,714,84436
LN-100715,William Wilson,04/26/2018,04/26/2038,426000,383400,5.79,3577,Paid Off,Commercial,VA,55,781,51880
LN-100716,Jennifer Moore,04/07/2021,04/07/2049,467000,406290,5.38,2128,Paid Off,Commercial,WI,77,713,68171
LN-100717,Barbara Williams,06/13/2019,06/13/2039,229000,196940,5.84,1930,30 Days Delinquent,Single Family,NY,81,783,21358
LN-100718,Mary Moore,08/03/2021,08/03/2040,331000,235010,5.79,2725,60 Days Delinquent,Commercial,PA,85,669,46254
LN-100719,Paul Garcia,02/19/2018,02/19/2033,448000,340480,5.61,3786,Paid Off,Townhouse,AZ,91,757,91346
LN-100720,Margaret White,08/10/2022,08/10/2045,754000,640900,6.85,2011,30 Days Delinquent,Townhouse,MA,74,734,13942
LN-100469,Lisa Jackson,01/07/2021,01/07/2038,752000,624160,7.49,2097,30 Days Delinquent,Multi Family,FL,84,643,94467
LN-100722,Emily Jones,10/19/2021,10/19/2036,511000,419020,7.34,2539,90+ Days Delinquent,Townhouse,99,76,718,11229
LN-100143,Mary Smith,08/27/2021,08/27/2047,221000,205530,5.54,3259,90+ Days Delinquent,Commercial,CA,59,689,62250
LN-100724,Thomas Perez,05/26/2020,05/26/2050,310000,241800,5.62,4106,30 Days Delinquent,Condo,OK,79,646,94118
LN-100725,Jennifer Anderson,04/13/2020,04/13/2015,162000,100440,5.6,4439,Default,Single Family,WI,82,785,93883
LN-100726,Emily Taylor,08/21/2020,08/21/2043,619000,402350,5.53,4222,60 Days Delinquent,Commercial,VA,78,645,53239
LN-100727,Thomas Gonzalez,06/09/2019,06/09/2044,826000,561680,3.72,4457,60 Days Delinquent,Townhouse,unknown,77,645,23927
LN-100728,Sarah Martinez,05/25/2022,05/25/2038,799000,663170,5.38,3953,60 Days Delinquent,Townhouse,OH,85,626,62206
LN-100729,Andrew Gonzalez,01/17/2020,01/17/2044,778000,560160,4.56,3816,60 Days Delinquent,Condo,UT,93,734,47774
LN-100069,Sarah Martin,09/15/2021,09/15/2046,751000,585780,6.95,3330,60 Days Delinquent,Single Family,TX,70,746,33650
LN-100731,,06/12/2018,06/12/2047,206000,158620,4.67,2763,Paid Off,Condo,MA,56,707,79567
LN-100732,Richard Jones,06/21/2023,06/21/2043,172000,127280,5.24,4245,Default,Commercial,SC,94,690,30093
LN-100733,Emily Williams,09/25/2020,09/25/2050,627000,420090,5.05,4084,90+ Days Delinquent,Single Family,MI,95,730,95317
LN-100367,Mark Garcia,11/08/2023,11/08/2042,473000,454080,6.21,3596,Current,Commercial,IL,84,764,49204
LN-100735,Donald Wilson,01/03/2019,01/03/2037,186000,113460,4.29,2254,Current,Townhouse,CA,55,678,44768
LN-100736,,11/15/2021,11/15/2048,628000,471000,5.02,2529,Current,Single Family,CT,72,635,76259
LN-100737,Jennifer Lewis,04/08/2018,04/08/2033,798000,630420,6.43,1932,Default,Condo,MO,71,819,99784
LN-100738,Charles Thompson,10/14/2018,10/14/2046,447000,388890,4.09,2734,Current,Condo,ZZ,87,731,96349
LN-100739,Susan Taylor,02/21/2020,02/21/2043,494000,439660,4.31,1759,60 Days Delinquent,Single Family,newyork,93,737,62088
LN-100740,Kimberly Rodriguez,05/27/2022,05/27/2049,-379000,356260,7.44,1813,90+ Days Delinquent,Single Family,FL,66,639,89649
LN-100741,Daniel Hernandez,12/06/2018,12/06/2041,155000,122450,7.19,2266,60 Days Delinquent,Multi Family,OR,59,637,29729
LN-100742,Sandra Clark,07/17/2020,07/17/2036,625000,562500,5.14,4241,60 Days Delinquent,Multi Family,CT,93,656,25175
LN-100743,Robert Hernandez,05/03/2018,05/03/2037,663000,444210,5.64,1957,30 Days Delinquent,Multi Family,TX,92,714,26792
LN-100744,William Anderson,03/11/2021,03/11/2047,423000,342630,5.15,3750,30 Days Delinquent,Single Family,CA,57,789,28016
LN-100745,Patricia Clark,08/09/2021,08/09/2043,365000,310250,5.46,2477,30 Days Delinquent,Commercial,OH,56,705,29968
LN-100746,Mary Gonzalez,05/04/2020,05/04/2039,486000,456840,7.75,3925,60 Days Delinquent,Condo,unknown,86,668,94775
LN-100747,Thomas Miller,11/13/2021,11/13/2047,277000,199440,3.57,1465,60 Days Delinquent,Commercial,IN,92,689,50185
LN-100301,Paul Brown,12/15/2022,12/15/2042,190000,119700,5.96,1567,90+ Days Delinquent,Condo,OH,58,639,15106
LN-100749,Sarah Lewis,04/20/2021,04/20/2047,421000,277860,5.47,3331,30 Days Delinquent,Multi Family,OK,93,625,29929
LN-100750,Richard Martinez,09/21/2018,09/21/2033,790000,616200,5.7,3305,Default,Single Family,WA,72,710,65819
LN-100751,Paul Wilson,06/17/2018,06/17/2013,318000,251220,5.89,2149,60 Days Delinquent,Commercial,MD,87,681,47280
LN-100752,Daniel Martinez,09/07/2022,09/07/2048,239000,191200,7.2,2706,30 Days Delinquent,Townhouse,OR,91,812,74627
LN-100753,Jessica Brown,10/01/2023,10/01/2047,675000,641250,7.51,2416,Default,Condo,IN,80,714,78088
LN-100352,Jessica Williams,04/12/2020,04/12/2039,288000,267840,7.57,1983,60 Days Delinquent,Condo,OR,57,670,58517
LN-100755,Richard Moore,10/21/2021,10/21/2049,421000,378900,4.99,2061,Current,Single Family,IL,73,805,82734
LN-100756,Barbara Garcia,07/12/2021,07/12/2045,161000,138460,5.94,3806,90+ Days Delinquent,Condo,NC,74,771,68653
LN-100757,Donna Thompson,09/05/2020,09/05/2035,741000,674310,7.48,3138,Paid Off,Multi Family,TX,82,783,57120
LN-100758,Anthony Thomas,05/16/2019,05/16/2014,593000,373590,7.08,2625,60 Days Delinquent,Commercial,AZ,83,806,36523
LN-100759,Thomas Perez,10/26/2023,10/26/2050,693000,429660,6.51,1783,Default,Townhouse,TN,79,819,57032
LN-100760,Matthew Taylor,02/01/2019,02/01/2041,215000,206400,4.38,1876,Current,Single Family,MN,59,697,81400
LN-100761,Donna Perez,06/11/2021,06/11/2049,640000,544000,4.29,1590,Paid Off,Townhouse,newyork,74,723,64699
LN-100762,Mark Johnson,06/20/2018,06/20/2036,-274000,180840,5.2,3174,30 Days Delinquent,Commercial,MN,63,722,32330
LN-100763,Sandra Smith,12/12/2020,12/12/2045,-345000,289800,7.48,1991,60 Days Delinquent,Condo,PA,70,820,58964
LN-100764,John Smith,02/09/2021,02/09/2016,712000,484160,4.65,2123,Default,Townhouse,TN,58,628,11395
LN-100765,Ashley Sanchez,11/22/2023,11/22/2043,750000,540000,4.11,2046,30 Days Delinquent,Townhouse,CT,82,747,39555
LN-100766,Steven Gonzalez,04/18/2023,04/18/2049,721000,648900,3.32,1670,90+ Days Delinquent,Condo,CA,58,669,53345
LN-100767,David Hernandez,12/17/2019,12/17/2036,533000,511680,3.74,2116,30 Days Delinquent,Townhouse,OH,81,657,64840
LN-100768,Elizabeth Martin,04/18/2021,04/18/2039,-490000,333200,4.57,4247,Paid Off,Condo,CA,68,715,89548
LN-100769,,05/12/2019,05/12/2044,366000,285480,5.14,1574,Paid Off,Townhouse,NJ,70,668,21720
LN-100770,Elizabeth Clark,08/23/2023,08/23/2039,818000,523520,3.82,3892,30 Days Delinquent,Commercial,VA,60,655,34831
LN-100771,Joseph Clark,12/27/2019,12/27/2047,314000,226080,6.33,2074,90+ Days Delinquent,Condo,IN,90,632,78671
LN-100772,Donald Jones,03/04/2022,03/04/2052,367000,297270,3.79,3569,Current,Multi Family,fl,60,689,64539
LN-100773,David Lopez,06/25/2018,06/25/2037,417000,391980,7.62,3936,Default,Commercial,newyork,92,667,23413
LN-100774,,07/27/2018,07/27/2038,836000,794200,5.58,4491,30 Days Delinquent,Commercial,TX,62,762,54237
LN-100775,Matthew Brown,08/24/2022,08/24/2044,-783000,532440,6.02,2026,90+ Days Delinquent,Townhouse,MA,74,804,38822
LN-100776,,05/18/2022,05/18/2041,450000,423000,4.36,1796,60 Days Delinquent,Multi Family,GA,69,641,72086
LN-100777,Michelle Lee,05/08/2023,05/08/2048,811000,648800,4.51,1980,Current,Commercial,IN,57,768,81023
LN-100778,Mary Harris,03/15/2018,03/15/2042,641000,589720,3.6,1661,Default,Townhouse,WA,65,638,37176
LN-100779,Mary Williams,12/08/2021,12/08/2037,602000,571900,4.94,3222,90+ Days Delinquent,Condo,AZ,86,715,28520
LN-100780,Christopher Brown,01/21/2018,01/21/2038,-643000,533690,7.43,3029,90+ Days Delinquent,Commercial,CA,73,726,25800
LN-100781,,11/22/2018,11/22/2035,399000,323190,4.22,3689,60 Days Delinquent,Townhouse,CA,85,784,22968
LN-100782,Margaret Jackson,01/21/2023,01/21/2018,227000,145280,4.1,2178,Default,Townhouse,MI,89,708,67953
LN-100783,Jennifer White,12/18/2021,12/18/2042,399000,319200,4.85,2900,90+ Days Delinquent,Townhouse,OR,79,776,11344
LN-100703,Daniel White,04/18/2019,04/18/2036,436000,309560,5.52,4401,Paid Off,Multi Family,GA,91,693,25942
LN-100785,Daniel Hernandez,10/05/2020,10/05/2044,150000,103500,4.59,2606,Current,Multi Family,ZZ,86,684,13111
LN-100786,Susan Thomas,03/13/2019,03/13/2041,420000,348600,6.95,1719,30 Days Delinquent,Condo,AZ,65,632,91922
LN-100787,Elizabeth Ramirez,06/19/2018,06/19/2047,500000,430000,7,4442,Paid Off,Commercial,TX,84,635,61453
LN-100788,Kimberly Martin,04/05/2021,04/05/2039,-521000,411590,7.49,1536,30 Days Delinquent,Townhouse,IL,56,776,47771
LN-100789,Thomas Lee,09/08/2018,09/08/2013,803000,586190,6.64,3254,Paid Off,Multi Family,OR,83,695,71832
LN-100790,Emily Johnson,10/25/2021,10/25/2042,465000,302250,3.29,2073,60 Days Delinquent,Multi Family,AL,67,807,92106
LN-100791,Nancy Ramirez,11/16/2020,11/16/2046,399000,283290,5.17,3638,30 Days Delinquent,Townhouse,MO,74,639,82193
LN-100792,John Jones,09/28/2023,09/28/2051,776000,628560,5.44,2468,Default,Condo,AZ,81,639,55057
LN-100793,Elizabeth Thompson,08/24/2021,08/24/2038,591000,460980,6.51,1597,90+ Days Delinquent,Condo,TX,70,696,74781
LN-100794,Daniel Perez,11/01/2022,11/01/2050,779000,568670,7.04,4024,60 Days Delinquent,Single Family,CA,73,659,43258
LN-100795,Donald Rodriguez,08/06/2021,08/06/2036,702000,631800,3.97,4429,Paid Off,Townhouse,WA,78,721,53823
LN-100796,Ashley Williams,06/12/2021,06/12/2042,576000,414720,6.82,2001,60 Days Delinquent,Commercial,GA,91,631,64998
LN-100797,Michelle Sanchez,04/02/2020,04/02/2046,357000,317730,3.84,2179,60 Days Delinquent,Single Family,IN,68,818,46098
LN-100798,Daniel Moore,02/06/2022,02/06/2041,633000,405120,3.48,3785,60 Days Delinquent,Single Family,CT,79,650,64907
LN-100799,Michelle Lewis,11/17/2020,11/17/2015,177000,152220,6.89,1570,Current,Townhouse,GA,77,762,86043
LN-100800,Thomas Williams,06/01/2022,06/01/2052,524000,455880,5.21,1852,Current,Single Family,CT,90,762,24349
LN-100801,Michelle Anderson,11/21/2023,11/21/2046,557000,467880,7.73,3767,Current,Townhouse,fl,60,740,76547
LN-100802,Ashley Thompson,04/05/2023,04/05/2044,612000,581400,6.9,3644,Default,Single Family,UT,93,633,51090
LN-100803,,01/10/2021,01/10/2040,624000,430560,6.33,2688,Current,Commercial,PA,69,721,51312
